pgid;idGGST;idPerson;FinderVerlierer
49109;13632;25133;1
49110;13632;25134;0
49130;13644;12780;1
49132;13644;25149;0
49133;13645;12780;1
49134;13646;2;1
49147;13652;16025;1
49168;13669;25171;1
49170;13670;12780;1
49171;13671;24397;1
49172;13672;12780;1
49173;13672;25172;0
49177;13674;25176;1
49178;13675;12899;1
49200;13691;22552;1
49201;13692;12418;1
49202;13692;25191;0
49266;13546;25224;0
49267;13675;25225;0
49300;13746;25243;1
49301;13747;25244;1
49302;13747;13268;0
49311;13753;25249;1
49312;13753;25250;0
49315;13755;22678;1
49316;13755;25253;0
49317;13756;16254;1
49318;13757;17243;1
49343;13775;25267;1
49358;13785;12418;1
49359;13785;25276;0
49667;13972;25473;1
49766;14031;25527;1
49767;14031;25528;0
49839;14080;13313;1
49840;14080;25568;0
49853;14089;12418;1
49854;14089;25574;0
49855;14090;12418;1
49856;14090;25575;0
49857;14091;12418;1
49858;14091;25576;0
49859;14092;25577;1
49860;14093;25578;1
49861;14093;25579;0
49862;14094;25580;1
49863;14094;25581;0
49865;14096;25582;1
49867;14098;23749;1
49868;14098;25583;0
49869;14099;25584;1
49870;14099;25585;0
49871;14101;17551;1
49917;14128;13010;1
49918;14129;13010;1
49919;13051;25611;0
49920;14130;13010;1
49921;14131;13010;1
49922;14132;25612;1
49926;14135;15350;1
49927;13843;25613;0
49931;13462;25617;0
49946;14143;25623;0
49947;14144;25624;1
49948;14145;25625;1
49949;14145;25626;0
49954;14149;25630;1
49955;14149;25631;0
49956;14150;12780;1
49960;14151;13895;1
49980;13967;25646;0
49981;14162;23942;1
49982;14162;25647;0
49987;14166;13895;1
49988;14166;25652;0
49989;14167;25653;1
49990;14168;17945;1
49991;14168;25654;0
49992;14169;19880;1
49995;14170;16319;1
49996;14170;25655;0
49997;14171;25656;1
49998;14171;25657;0
50007;14176;14851;1
50008;14176;25665;0
50009;14177;14851;1
50010;14177;25666;0
50011;14178;25667;1
50012;14178;25668;0
50013;14179;25669;1
50014;14180;25670;1
50015;14181;12801;1
50016;14181;12780;0
50017;13955;25671;0
50018;14182;25672;1
50019;14182;25673;0
50020;14183;12780;1
50021;14185;21297;1
50022;14184;792;1
50023;14185;25674;0
50024;14184;25675;0
50025;14186;792;1
50026;14187;13755;1
50027;14188;25676;1
50028;14188;13268;0
50029;14189;13755;1
50030;14190;17945;1
50031;14190;25677;0
50032;14191;25678;1
50033;14192;12758;1
50034;14193;12758;1
50035;14194;12758;1
50036;14195;12758;1
50037;14196;12758;1
50038;14197;12758;1
50039;14198;15993;1
50040;14199;13026;1
50041;14200;12418;1
50042;14200;25679;0
50043;14201;12824;1
50044;14202;12824;1
50055;14203;25680;1
50056;14204;25681;1
50057;14205;1;1
50058;14206;24499;1
50059;14206;25682;0
50060;14207;25683;1
50061;14207;25684;0
50063;14209;15196;1
50065;14186;25686;0
50070;14212;25690;1
50071;14212;25691;0
50072;14213;25692;1
50073;14214;19853;1
50074;14214;25693;0
50075;14215;13331;1
50076;14216;16138;1
50077;14216;25694;0
50078;14217;25695;1
50081;14219;25698;1
50084;14221;25701;1
50085;14222;13496;1
50086;14222;25702;0
50089;14224;25704;1
50094;14226;21487;1
50095;14227;12780;1
50096;14228;25708;1
50097;14229;2;1
50098;14230;2;1
50099;14230;25709;0
50100;14231;25710;1
50101;14232;2;1
50102;14233;2;1
50103;14233;25711;0
50104;14234;22443;1
50105;14234;25712;0
50106;14235;25713;1
50107;14217;25714;0
50108;14236;25715;1
50109;14237;15252;1
50110;14238;12780;1
50111;14239;25716;1
50112;14240;25718;1
50113;14240;25719;0
50114;14241;25720;1
50115;14241;25721;0
50116;14242;25722;1
50118;14243;20206;0
50119;14244;2;1
50120;14246;12824;1
50121;14245;12824;1
50122;14245;25723;0
50123;14247;15350;1
50126;14249;13335;1
50125;14248;16638;1
50127;14247;25725;0
50128;14250;25726;1
50129;14251;25727;1
50130;14251;25728;0
50131;14252;25729;1
50132;14253;13335;1
50133;14254;25730;1
50134;14254;13268;0
50135;14255;25731;1
50136;14256;12418;1
50137;14256;17848;0
50138;14257;12418;1
50139;14257;25732;0
50140;14258;13415;1
50141;14258;25733;0
50142;14259;21615;1
50143;14175;20447;0
50144;14260;25734;1
50145;14260;25735;0
50146;14259;25736;0
50147;14261;17250;1
50148;14261;25737;0
50149;14262;17292;1
50150;14263;25738;1
50151;14263;19507;0
50152;14264;25739;1
50153;14264;25740;0
50168;14274;16108;1
50169;14274;25749;0
50170;14275;12851;1
50171;14275;15005;0
50172;14276;25235;1
50173;14276;25750;0
50174;14277;25751;1
50175;14278;24879;1
50176;14278;25752;0
50177;14279;17250;1
50178;14280;16138;1
50180;14281;12780;1
50181;14281;25754;0
50182;14282;25755;1
50183;14283;25756;1
50184;14284;16256;1
50185;14285;17945;1
50186;14285;25757;0
50216;14296;25773;0
50217;14301;25774;1
50218;14250;25775;0
50219;14302;14695;1
50220;14303;25776;1
50221;14303;25777;0
50222;14304;25778;1
50223;14304;25779;0
50224;14305;25780;1
50227;14307;16896;1
50228;14307;25783;0
50237;14224;25789;0
50246;14317;25794;0
50247;14318;25795;1
50250;14321;12824;1
50251;14321;25797;0
50252;14322;25798;1
50253;14322;25799;0
50254;14323;12418;1
50255;14323;25800;0
50258;14325;12418;1
50259;14325;25802;0
50260;14327;25803;1
50261;14326;12418;1
50262;14326;25804;0
50263;14328;2;1
50264;14329;13852;1
50265;14330;25805;1
50268;14232;25807;0
50273;14336;25812;1
50278;14339;12851;1
50279;14339;25814;0
50280;14340;25815;1
50281;14340;25816;0
50282;14341;25817;1
50283;14342;12418;1
50284;14342;25818;0
50285;14341;25819;0
50286;14343;25820;1
50287;14343;25821;0
50288;14270;25822;0
50289;14345;25823;1
50290;14345;25824;0
50291;14346;25825;1
50292;14346;25826;0
50294;14335;25828;0
50296;14347;25829;1
50302;14351;25833;1
50303;14352;25834;1
50304;14328;25835;0
50305;14353;25836;1
50306;14353;25837;0
50307;14354;12418;1
50308;14354;25838;0
50312;14358;24893;1
50313;14359;15879;1
50315;14361;25842;1
50316;14362;25843;1
50317;14363;25844;1
50318;14364;25845;1
50319;14365;25846;1
50320;14366;25847;1
50321;14366;25848;0
50322;14367;14327;1
50323;14367;25849;0
50324;14368;12418;1
50325;14368;25850;0
50326;14369;12418;1
50327;14369;25851;0
50328;14370;25852;1
50329;14371;12488;1
50330;14371;25853;0
50331;14372;12488;1
50334;14374;11562;1
50335;14374;25855;0
50336;14375;11562;1
50337;14375;25856;0
50338;14376;11562;1
50340;14376;25858;0
50342;14378;11562;1
50343;14378;25860;0
50344;14379;11562;1
50345;14380;11562;1
50346;14381;11562;1
50347;14382;11562;1
50348;14383;15350;1
50349;14384;12780;1
50350;14384;25861;0
50351;14385;25862;1
50352;14386;2;1
50353;14387;12780;1
50354;14387;25863;0
50355;14388;12780;1
50356;14388;25851;0
50358;14389;11562;1
50359;14390;11562;1
50360;14391;13308;1
50361;14392;2;1
50362;14393;25865;1
50363;14370;25866;0
50364;14394;25867;1
50365;14394;25868;0
50366;14395;25869;1
50367;14396;25870;1
48494;13241;24792;1
48495;13241;15802;0
48516;13167;24806;0
48517;13254;24807;1
48518;13254;24808;0
48519;13255;12418;1
48520;13256;24809;1
48521;13256;24810;0
48523;13258;24811;1
48524;13259;24812;1
48525;13259;14287;0
48526;13260;12780;1
48527;13260;24813;0
48530;13262;18517;1
48531;13263;24816;1
48545;13273;24822;1
48546;13273;24823;0
48561;13283;24831;1
48563;13283;24833;0
48566;13207;24836;0
48694;13361;13335;1
48735;13390;13256;1
48736;13391;13256;1
48737;13392;18469;1
48738;13393;13256;1
48741;13395;13256;1
48747;13400;21041;1
48754;13404;24953;1
48755;13404;24954;0
48757;13406;24955;1
48759;13407;24957;1
48760;13408;12780;1
48761;13408;24958;0
48762;13409;12780;1
48763;13409;24959;0
48764;13410;12780;1
48765;13410;24960;0
48767;13412;13852;1
48768;13412;24962;0
48769;13413;24963;1
48834;13451;24994;1
48835;13452;2;1
48836;13453;15528;1
48837;13454;15528;1
48838;13455;24995;1
48839;13456;15528;1
48840;13457;15528;1
48841;13458;24996;1
48842;13459;15528;1
48843;13460;15528;1
48844;13461;11983;1
48845;13462;11983;1
48846;13463;11983;1
48847;13464;11983;1
49416;13818;12418;1
49417;13818;25314;0
49418;13807;25315;0
49419;13819;25317;1
49420;13820;25318;1
49421;13821;22678;1
49422;13821;25319;0
49423;13822;13743;1
49424;13822;25321;0
49425;13823;25309;1
49426;13823;25322;0
49596;13927;22678;1
49597;13927;25430;0
49598;13928;17395;1
49643;13957;24499;1
49644;13957;25457;0
49647;13959;25460;1
49648;13959;25461;0
49649;13960;20843;1
49650;13960;25462;0
49651;13961;20843;1
49655;13963;25467;0
49656;13963;25468;1
49734;14015;22678;1
49737;14017;22678;1
49738;14017;25507;0
49744;14020;25511;1
49745;14020;25512;0
49746;14021;25513;1
49750;14018;25517;0
49950;14146;12780;1
49951;14146;25627;0
49952;14147;25628;1
49953;14148;25629;1
49958;14100;12780;1
49959;14100;25586;0
49961;14152;25632;1
49962;14153;25633;1
49968;14139;25637;0
49969;14150;25638;0
49978;14161;25642;1
49979;14161;25645;0
50117;14243;7482;1
50245;14317;19537;1
50332;14373;11562;1
50333;14373;25854;0
50368;14398;13340;1
50369;14398;25871;0
50370;14397;25872;1
50371;14397;25873;0
50372;14399;12889;1
50373;14400;18841;1
50374;14401;25874;1
50375;14401;13268;0
50376;14402;12780;1
50377;14402;25875;0
50378;14403;25876;1
50379;14404;25876;1
50380;14404;25877;0
50381;14385;25878;0
50382;14405;12418;1
50383;14406;25879;1
50384;14405;25880;0
50385;14407;25881;1
50386;14407;25882;0
50387;14408;18048;1
50388;14408;25883;0
50389;14409;15711;1
50390;14409;25884;0
50391;14410;22678;1
50392;14410;25885;0
50393;14411;15712;1
50394;14412;12780;1
50395;14413;12418;1
50396;14413;25886;0
50399;14416;25889;1
50400;14417;12418;1
50401;14417;25890;0
50404;14419;25892;1
50405;14419;25893;0
50406;14420;13256;1
50407;14421;13256;1
50408;14422;13256;1
50409;14423;13256;1
50410;14423;19736;0
50411;14424;13256;1
50412;14425;13256;1
50415;14427;25895;1
50416;14428;12824;1
50417;14429;12780;1
50418;14429;25896;0
50419;14430;25897;1
50420;14431;25898;1
50421;14432;25899;1
50425;14435;25901;1
50445;14448;25917;1
50446;14449;17243;1
50447;14450;17243;1
50448;14450;19323;0
50449;14451;17243;1
50450;14451;25918;0
50452;14453;17243;1
50454;14454;17243;1
50456;14455;17243;1
50457;14457;18305;1
50459;14458;17243;1
50460;14459;25922;1
50462;14460;25923;1
50467;14463;12824;1
50468;14456;25926;0
50469;14463;25927;0
50470;14464;12824;1
50473;13416;25930;0
50474;14466;13026;1
50475;14467;25931;1
50476;14467;25932;0
50477;14468;25933;1
50478;14469;1;1
50479;14470;25656;1
50480;14470;25934;0
50481;14471;16783;1
50482;14445;25935;0
50483;14472;25936;1
50484;14473;25937;1
50485;14474;15580;1
50486;14474;25938;0
50489;14476;15754;1
50490;14476;25939;0
50491;14477;19941;1
50492;14479;14449;1
50493;14478;25940;1
50494;14480;14069;1
50495;14481;15580;1
50496;14481;25941;0
50497;14482;25823;1
50498;14482;25942;0
50499;14483;25823;1
50500;14483;20283;0
50508;14489;19788;1
50509;14490;25948;1
50510;14485;25949;0
50517;2256;25953;0
50518;14491;25954;0
50521;14494;12418;1
50528;14500;25959;1
50534;14504;25963;1
50537;14506;25965;1
50538;14507;25966;1
50539;14508;12418;1
50540;14508;25967;0
50541;14509;12418;1
50542;14509;25968;0
50543;14510;25969;1
50544;14510;13268;0
50545;14511;25962;1
50546;14512;17355;1
50548;14513;25971;1
50549;14500;25972;0
50550;14514;25973;1
50551;14515;25974;1
50552;14514;25317;0
50553;14516;12418;1
50554;14516;25975;0
50555;14517;1;1
50556;14518;25976;1
50557;14519;25977;1
50562;14520;25980;1
50559;14521;25978;1
50560;14520;13268;0
50561;14428;25979;0
50564;14522;25982;1
50568;14524;25986;1
50569;14525;12780;1
50570;14527;12418;1
50571;14527;25987;0
50572;14526;22298;1
50573;14526;25988;0
50574;14528;9174;1
50575;14530;9174;1
50576;14529;25989;1
50577;14529;25990;0
50578;14530;25991;0
50579;14531;25992;1
50580;14532;25993;1
50581;14532;25994;0
50582;14533;12780;1
50583;14534;25995;1
50584;14535;25996;1
50585;14535;25997;0
50586;14536;12418;1
50587;14536;14287;0
50589;14538;25999;1
50592;14540;26000;1
50593;14540;26001;0
50602;14548;12824;1
50606;14551;15350;1
50609;14554;15631;1
50610;14554;26005;0
50620;14560;26010;1
50621;14560;26011;0
50633;14569;12418;1
50634;14569;26014;0
50644;14575;1;1
50647;14576;26020;1
50648;14577;12418;1
50649;14577;26021;0
50650;14578;26022;1
50651;14578;26023;0
50652;14579;26024;1
50655;14581;26026;1
50656;14581;26027;0
50658;14583;26029;1
50659;14584;2;1
50670;14591;2;1
50671;14591;26034;0
50673;14593;319;1
50676;14595;26036;1
50679;14579;26038;0
50682;14600;12780;1
50683;14599;26041;1
50684;14601;12418;1
50685;14601;26042;0
50686;14602;26043;1
50687;14602;26044;0
50688;14603;26045;1
50689;14604;12780;1
50690;14604;26046;0
50691;14605;6612;1
50692;14605;26047;0
50693;14606;12780;1
50694;14606;26048;0
50695;14607;26049;1
50696;14608;26049;1
50697;14609;26049;1
50698;14610;12418;1
50699;14611;12780;1
50702;14613;12780;1
50703;14614;26051;1
50704;14615;12780;1
50705;14616;12780;1
50706;14616;26052;0
50707;14617;26053;1
50708;14617;26054;0
50709;14576;22763;0
50710;14438;26055;0
50711;14618;15350;1
50712;14618;26056;0
50713;14619;17262;1
50714;14619;26057;0
50715;14620;26058;1
50716;14621;1;1
50717;14622;18907;1
50718;14623;26059;0
50719;14623;26060;1
50720;14610;14287;0
50721;14624;23439;1
50722;14625;26062;1
50723;14625;26063;0
50724;14626;2;1
50725;14627;2;1
50726;14627;26064;0
50727;14628;2;1
50728;14628;26065;0
50729;14629;2;1
50730;14629;26066;0
50731;14630;26067;1
50732;14630;26068;0
50733;14631;26069;1
50734;14632;12418;1
50735;14632;26070;0
50736;14633;12418;1
50737;14633;26071;0
50740;14634;26073;1
50741;14635;26074;1
50742;14635;26075;0
50743;14637;17243;1
50744;14637;26076;0
50745;14638;12780;1
50746;14639;26077;1
50747;14639;25709;0
50748;14636;2;1
48601;13307;12418;1
48602;13307;24856;0
48603;13308;24857;1
48604;13309;23449;1
48605;13310;24858;1
48606;13311;24859;1
48607;13311;24860;0
48928;13513;25037;0
48929;13520;25038;1
48930;13521;12418;1
48934;13521;25042;0
49002;13565;2;1
49005;13567;12851;1
49006;13567;25078;0
49028;13581;13580;1
49029;13581;25092;0
49030;13582;25043;1
49031;13583;25043;1
49033;13585;1;1
49067;13590;25110;0
49146;13604;25158;0
49169;13660;24321;0
49527;13882;25390;0
49777;13981;25535;0
49789;14047;25542;1
49790;14048;17243;1
49791;14048;25543;0
49792;14049;17243;1
49793;14049;25544;0
49794;14050;17243;1
49795;13937;21052;0
49796;14051;17243;1
49845;14083;24906;1
49847;14083;25571;0
50249;14320;13152;1
50256;14324;13152;1
50257;14324;25801;0
50269;14333;13852;1
50293;14344;25827;1
50297;14347;25830;0
50298;14349;12418;1
50299;14349;25831;0
50300;14350;12418;1
50301;14350;25832;0
50426;14364;25902;0
50440;14445;25912;1
50487;14475;15580;1
50738;14613;26072;0
50739;14615;26072;0
50749;14636;26078;0
50752;14642;9174;1
50754;14642;26082;0
50756;14644;14688;1
50774;14653;19691;1
50775;14653;26095;0
50776;14654;26096;1
50777;14654;26097;0
50778;14655;26098;1
50787;14662;13596;1
50788;14658;26105;0
50789;14663;15969;1
50790;14664;15969;1
50791;14665;12758;1
50792;14665;26106;0
50793;14666;12758;1
50795;14667;2;1
50796;14668;12418;1
50797;14668;14287;0
50798;14667;26107;0
50799;14669;26108;1
50800;14670;26109;1
50801;14671;26109;1
50802;14671;26110;0
50803;14522;26111;0
50804;14672;7482;1
50805;14672;26112;0
50806;14673;26113;1
50807;14673;26114;0
50808;14674;26115;1
50809;14674;26116;0
50810;14675;26115;1
50811;14675;26117;0
50812;14676;26118;1
50816;14679;26121;1
50817;14680;12418;1
50818;14680;26122;0
50819;14681;12780;1
50820;14681;26123;0
50821;14683;12824;1
50822;14682;26124;1
50823;14683;26125;0
50824;14684;26126;1
50825;14621;26127;0
50826;14685;23748;1
50827;14686;23748;1
50828;14686;26128;0
50830;14687;23748;1
50831;14687;26129;0
50832;14688;23748;1
50833;14688;26130;0
50834;14689;23748;1
50835;14689;26131;0
50839;14692;2;1
50840;14692;20190;0
50841;14693;12418;1
50842;14693;26132;0
50843;14694;12418;1
50844;14694;26133;0
50845;14695;26134;1
50846;14695;26135;0
50847;14696;12418;1
50848;14696;26136;0
50852;14699;12418;1
50853;14699;26139;0
50857;14158;22158;0
50868;14701;26150;0
50869;14707;12418;1
50870;14707;26151;0
50871;14708;12418;1
50872;14708;26152;0
50873;14709;26153;1
50874;14710;26154;1
50875;14711;26155;1
50876;14712;26156;1
50877;14710;26157;0
50878;14677;20998;0
50879;14713;26158;1
50883;14716;12418;1
50884;14716;26160;0
50888;14718;26161;1
50889;14718;14139;0
50890;14719;13852;1
50893;14721;26163;0
50898;14724;13328;1
50899;14725;26166;1
50900;14726;16825;1
50901;14726;26167;0
50902;14727;26168;1
50903;14728;26169;1
50904;14729;1;1
50905;14728;26170;0
50906;14729;26171;0
50907;14730;26172;1
50908;14731;1;1
50909;14732;26173;1
50910;14733;26174;1
50911;14735;26175;1
50912;14735;26176;0
50913;14734;26177;1
50914;14736;26178;1
50915;14737;12780;1
50916;14737;26179;0
50917;14738;1;1
50918;14739;12418;1
50919;14739;26180;0
50920;14740;26181;1
50921;14740;13268;0
50924;14742;17128;1
50925;14742;26183;0
50926;14743;12418;1
50927;14743;26184;0
50928;14744;26185;1
50929;14744;26186;0
50930;14745;26187;1
50931;14746;12418;1
50932;14746;26188;0
50933;14747;26189;1
50934;14748;12418;1
50935;14748;26190;0
50936;14749;15350;1
50937;14750;26191;1
50938;14751;1;1
50939;14751;26192;0
50940;14752;26193;1
50941;14752;26194;0
50942;14753;14988;1
50943;14753;26195;0
50946;14755;15555;1
50947;14756;15555;1
50948;14757;15555;1
50949;14759;15555;1
50950;14758;12418;1
50966;14769;12780;1
50967;14769;26205;0
50968;14770;13010;1
50969;14771;26206;1
50971;14773;26208;1
50972;14773;26209;0
50977;14778;12418;1
50978;14778;14287;0
50979;14779;13256;1
50980;14780;13256;1
50981;14781;13256;1
50983;14782;26211;0
50984;14783;12418;1
50985;14783;26212;0
50986;14784;15196;1
50987;14784;26213;0
50989;14786;15196;1
50992;14788;15196;1
50993;14789;26215;1
51006;14801;23942;1
51009;14802;2;1
51012;14803;23748;1
51013;14803;20140;0
51017;14805;16256;1
51018;14806;24767;1
51019;14807;26227;1
51020;14808;24026;1
51021;14810;1;1
51022;14810;26228;0
51024;14796;26230;0
51025;14811;26231;1
51027;14812;16873;1
51030;14814;16658;1
51031;14814;26234;0
51037;14818;23942;1
51038;14818;26237;0
51041;14820;26240;1
51043;14822;26242;1
51044;14823;2;1
51045;14823;26243;0
51046;14824;26244;1
51049;14824;26245;0
51050;14825;26246;1
51051;14826;26247;0
51052;14826;26248;1
51053;14827;26249;1
51054;14827;26250;0
51055;14829;26251;1
51056;14828;26252;1
51057;14830;12780;1
51058;14830;26253;0
51059;14828;26254;0
51060;14832;26255;1
51061;14833;26256;1
51062;14831;26257;1
51063;14834;12780;1
51064;14836;13152;1
51065;14835;12780;1
51066;14837;12851;1
51067;14837;26258;0
51068;14838;13152;1
51069;14838;26259;0
51070;14840;13152;1
51071;14839;12851;1
51072;14839;26260;0
51073;14841;22955;1
51076;14843;14670;1
51077;14844;15041;1
51078;14809;26262;0
51079;14845;13596;1
51080;14846;26263;1
51081;14847;16803;1
51082;14847;26264;0
51083;14848;16803;1
51084;14849;16803;1
51086;14832;26265;0
51088;14852;16803;1
51090;14854;16605;1
51091;14854;26267;0
51092;14853;16803;1
51093;14855;26268;1
51094;14856;26268;1
51095;14857;26269;1
51096;14857;26270;0
51097;14858;12780;1
51101;14861;20916;1
51107;14684;26276;0
51112;14422;26279;0
51114;14870;26281;1
51125;14881;12780;1
51126;14881;26284;0
51130;14883;13328;1
51131;14883;13410;0
51133;14884;13328;1
51138;14889;13743;1
51139;14889;16185;0
51141;14891;21716;1
51142;14892;26272;1
51143;14892;26291;0
51144;14761;26292;0
51146;14894;19174;1
51147;14894;26294;0
51148;14895;26295;1
51149;14896;13415;1
51150;14897;13415;1
51151;14898;11997;1
51152;14898;26296;0
51153;14899;12780;1
51154;14900;14625;1
51155;14901;11983;1
51156;14902;12780;1
51157;14901;26297;0
51158;14903;11983;1
51159;14904;12780;1
51160;14903;26298;0
51161;14905;11983;1
51162;14905;26299;0
51163;14906;11983;1
51164;14906;26300;0
51165;14907;12768;1
51166;14908;11983;1
51167;14908;26301;0
51168;14909;11983;1
51169;14909;26302;0
51170;14533;26303;0
51171;14911;26304;1
51174;14910;11983;1
51175;14910;26306;0
51178;14914;11983;1
51179;14914;26308;0
51180;14913;12780;1
51181;14915;26309;1
51182;14916;11983;1
51183;14916;26310;0
51184;14917;11983;1
51185;14917;26311;0
51186;14918;11983;1
51187;14918;26312;0
51188;14893;26313;0
51189;14919;1;1
51190;14920;1;1
51191;14921;22308;1
51192;14921;26314;0
51194;14922;23186;1
51195;14923;2;1
51196;14924;26316;1
51197;14924;26317;0
51199;14926;23816;1
51204;14929;26320;1
51205;14929;26321;0
51206;14930;11983;1
51207;14930;25281;0
51208;14931;12418;1
48991;13556;25071;1
48992;13558;2;1
48995;13560;25073;1
48996;13561;11997;1
48997;13561;25074;0
49001;13564;21892;1
49003;13564;25077;0
49004;13566;21892;1
49007;13566;25079;0
49008;13568;12824;1
49009;13568;25080;0
49010;13569;21892;1
49011;13569;25081;0
49282;13734;12780;1
49283;13735;12780;1
49303;13748;25245;1
49304;13749;12418;1
49305;13749;25246;0
49306;13750;25247;1
49307;13751;12418;1
49308;13751;22046;0
49360;13786;13010;1
49362;13787;23942;1
49363;13787;25277;0
49365;13789;13010;1
49441;13831;13596;1
49448;13836;25338;0
49456;13840;25346;1
49457;13841;25347;1
49458;13842;25348;1
49459;13843;25349;1
49460;13844;11997;1
49461;13844;25350;0
49463;13845;12418;1
49464;13845;25351;0
49602;13931;12418;1
49603;13931;25433;0
49604;13932;25434;1
49605;13933;25434;1
49611;13874;24661;0
49864;14095;15969;1
49866;14097;15969;1
49963;14154;25238;1
49873;14102;13048;1
49874;14103;14688;1
49875;14104;25587;1
49876;14104;25588;0
49877;14105;25589;1
49880;14107;25590;1
49881;14108;20141;1
49882;14108;25591;0
49883;14109;25592;1
49884;14109;19501;0
49885;14110;25593;1
49886;14110;25594;0
49887;14111;25595;1
49888;14111;25596;0
49890;14112;22929;1
49892;14112;25598;0
49893;14113;25599;1
49894;14114;25600;1
49895;14114;25601;0
49896;14115;12824;1
49897;14115;25602;0
49899;14116;13895;1
49900;14117;13895;1
49901;14118;25604;1
49902;14118;15113;0
49903;14119;13895;1
49904;14120;24906;1
49905;14121;24906;1
49906;14122;24906;1
49907;14122;25605;0
49928;14136;25614;1
49929;14137;25615;1
49930;14137;25616;0
49932;14138;25618;1
49933;14138;22139;0
49934;14139;12418;1
49967;14076;25230;0
49937;6394;13937;1
49938;14140;12780;1
49939;14140;25619;0
49940;14060;25620;0
49941;14141;13881;1
49942;14141;25621;0
49943;14142;25622;1
49964;14155;25634;1
49965;14155;25635;0
49966;14156;25636;1
49970;14157;25639;1
49971;14158;25640;1
49972;14107;25641;0
49973;14159;25642;1
49974;14159;25643;0
49975;14144;25644;0
49976;14160;16896;1
49977;14160;22726;0
49999;14172;13256;1
50062;14208;14988;1
50064;14208;25685;0
50066;14210;25687;1
50069;14211;25689;1
50068;14211;25688;0
50516;14478;25952;0
50519;14493;25955;1
50520;14493;13268;0
50522;14495;25956;1
50523;14495;25957;0
50524;14496;15528;1
50525;14497;15528;1
50535;14505;12418;1
50536;14505;25964;0
50653;14580;16783;1
50654;14580;26025;0
50657;14582;26028;1
50660;14585;13743;1
50675;14594;17546;1
50680;14597;26039;1
50681;14598;26040;1
50700;14612;12780;1
50701;14612;26050;0
50982;14782;26210;1
51124;14880;13645;1
51209;14931;26322;0
51210;14932;11983;1
51211;14932;26323;0
51212;14933;11983;1
51213;14933;26324;0
51215;14935;17107;1
51217;14925;26327;0
51219;14939;26329;0
51224;14943;26333;0
51225;14944;26334;0
51229;14937;26337;1
51230;14937;26338;0
51233;14949;25904;1
51237;14663;26344;0
51239;14954;26345;1
51241;14956;12418;1
51242;14956;26347;0
51243;14957;20563;1
51244;14957;26348;0
51245;14958;26349;1
51246;14959;26350;1
51247;14959;26351;0
51248;14960;26352;1
51249;14960;26353;0
51250;14961;12780;1
51251;14961;26354;0
51252;14962;26355;1
51253;14963;26356;1
51254;14963;26357;0
51255;14964;26358;1
51256;14964;26359;0
51257;14965;19413;1
51258;14965;26360;0
51259;14967;19413;1
51260;14967;13268;0
51261;14966;26361;1
51262;14846;26362;0
51263;14968;26363;1
51264;14969;18652;1
51265;14969;26364;0
51266;14970;26365;1
51267;14971;22293;1
51268;14971;26366;0
51271;14972;24578;1
51272;14973;26217;1
51273;14973;26367;0
51274;14974;25876;1
51275;14974;26368;0
51276;14975;26369;1
51277;14975;26370;0
51278;14976;26371;1
51279;14977;26372;1
51280;14978;26373;1
51281;14978;26374;0
51282;14979;26375;1
51283;14979;26376;0
51284;14980;26377;1
51285;14981;26363;1
51286;14981;26378;0
51287;14913;26379;0
51288;14982;13026;1
51289;14983;26380;1
51290;14983;26381;0
51291;14984;8901;1
51292;14984;26382;0
51293;14985;12418;1
51294;14985;26383;0
51295;14986;22699;1
51296;14987;14542;0
51297;14987;26384;1
51298;14988;26385;1
51299;14989;26386;1
51300;14990;26387;1
51301;14991;23860;1
51304;14993;11562;1
51305;11647;26390;0
51308;14968;26392;0
51309;14996;26393;1
51310;14997;12780;1
51311;14998;11562;1
51312;14999;11562;1
51313;15001;23468;1
51314;15000;11562;1
51315;15003;11562;1
51317;15004;11562;1
51318;15004;26395;0
51319;15002;26396;1
51320;15005;11562;1
51321;15005;26397;0
51322;15007;11562;1
51323;15008;26398;1
51324;15009;13852;1
51326;15007;26400;0
51334;15012;26407;1
51335;15012;26408;0
51336;15013;26409;1
51337;15014;17243;1
51338;15015;17243;1
51339;15015;14676;0
51340;15016;17243;1
51341;15016;26410;0
51342;15017;15151;1
51343;15018;15969;1
51344;15018;26411;0
51345;15019;11562;1
51346;15020;15969;1
51347;15020;26412;0
51348;15022;15969;1
51349;15021;26413;0
51350;15021;22443;1
51351;15023;11562;1
51352;15024;11562;1
51353;15025;12780;1
51354;15025;26414;0
51355;15026;11562;1
51356;15027;26415;1
51357;15028;12418;1
51358;15028;26416;0
51368;15034;21613;1
51369;15034;26422;0
51403;15057;26429;0
51411;15066;17802;1
51412;15066;26436;0
51414;15067;2;1
51415;15067;26437;0
51416;15068;24108;0
51417;15069;26438;1
51418;15070;26439;1
51419;15070;14287;0
51420;15072;26440;1
51423;15073;26443;1
51424;15073;26444;0
51425;15068;26445;1
51426;15074;23182;1
51427;15074;26446;0
51430;15076;12418;1
51431;15076;26449;0
51432;15077;26450;1
51433;15078;14186;1
51434;15078;26451;0
51435;15079;26452;1
51436;15080;13645;1
51437;15081;26453;1
51438;15079;26454;0
51439;15082;26455;1
51440;15082;26456;0
51442;15084;23579;1
51443;15085;26457;1
51445;15087;26459;1
51446;15087;26460;0
51451;15089;2;1
51453;15089;26462;0
51454;15091;26463;1
51455;15091;26464;0
51460;15094;16825;1
51462;15096;17243;1
