oid;PLZ;Ort
4341;8570;Hard b. Weinfelden
4342;8572;Berg TG
4343;8572;Andhausen
4344;8572;Graltshausen
4345;8573;Siegershausen
4346;8573;Alterswilen
4347;8573;Altishausen
4348;8574;Lengwil-Oberhofen
4349;8574;Illighausen
4350;8574;Oberhofen b. Kreuz
4351;8575;Bürglen TG
4352;8575;Istighofen
4353;8576;Mauren TG
4354;8577;Schönholzerswilen
4355;8577;Toos
4356;8578;Neukirch
4357;8580;Amriswil
4358;8580;Sommeri
4359;8580;Dozwil
4360;8580;Hagenwil
4361;8580;Hefenhofen
4362;8581;Schocherswil
4363;8583;Sulgen
4364;8583;Götighofen
4365;8583;Donzhausen
4366;8584;Leimbach TG
4367;8584;Opfershofen TG
4368;8584;Guntershausen
4369;8585;Mattwil
4370;8585;Happerswil
4371;8585;Eggethof
4372;8585;Langrickenbach
4373;8585;Zuben
4374;8585;Schönenbaumgarten
4375;8585;Herrenhof
4376;8585;Birwinken
4377;8585;Klarsreuti
4378;8586;Erlen
4379;8586;Andwil TG
4380;8586;Kümmertshausen
4381;8586;Riedt b. Erlen
4382;8586;Buchackern
4383;8586;Engishofen
4384;8586;Ennetaach
4385;8586;Buch b. Kümmertshs
4386;8587;Oberaach
4387;8588;Zihlschlacht
4388;8589;Sitterdorf
4389;8590;Romanshorn
4390;8590;Romanshorn 1
4391;8590;Romanshorn 2
4392;8590;Romanshorn 3
4393;8590;Romanshorn Pfil.
4394;8592;Uttwil
4395;8593;Kesswil
4396;8594;Güttingen
4397;8595;Altnau
4398;8596;Scherzingen
4399;8597;Landschlacht
4400;8598;Bottighofen
4401;8599;Salmsach
4402;8600;Dübendorf
4403;8600;Dübendorf 1
4404;8600;Dübendorf 2
4405;8602;Wangen ZH
4406;8603;Schwerzenbach
4407;8604;Volketswil
4408;8605;Gutenswil
4409;8606;Nänikon
4410;8606;Greifensee
4411;8607;Aathal-Seegräben
4412;8608;Bubikon
4413;8609;Schwerzenbach
4414;8610;Uster
4415;8610;Uster 1
4416;8612;Uster 2
4417;8613;Uster 3
4418;8614;Bertschikon
4419;8614;Sulzbach
4420;8615;Wermatswil
4421;8616;Riedikon
4422;8617;Mönchaltorf
4423;8618;Oetwil am See
4424;8620;Wetzikon ZH
4425;8620;Wetzikon ZH 1
4426;8620;Ettenhausen ZH
4427;8621;Wetzikon ZH 4
4428;8622;Wetzikon ZH
4429;8623;Wetzikon ZH
4430;8624;Grüt (Gossau ZH)
4431;8625;Gossau ZH
4432;8626;Ottikon
4433;8627;Grüningen
4434;8630;Rüti ZH
4435;8632;Tann
4436;8633;Wolfhausen
4437;8634;Hombrechtikon
4438;8635;Dürnten
4439;8636;Wald ZH
4440;8637;Laupen ZH
4441;8638;Goldingen
4442;8639;Faltigberg
4443;8640;Rapperswil SG
4444;8640;Kempraten
4445;8640;Hurden
4446;8640;Rapperswil SG Zust
4447;8640;Rapperswil SG TD
4448;8645;Jona
4449;8646;Wagen
4450;8650;Jona Paketbasis
4451;8660;Schwerzenbach Seka
4452;8700;Küsnacht ZH
4453;8702;Zollikon
4454;8702;Zollikon Dorf
4455;8702;Zollikon Station
4456;8703;Erlenbach ZH
4457;8704;Herrliberg
4458;8706;Meilen
4459;8706;Feldmeilen
4460;8706;Obermeilen
4461;8707;Uetikon am See
4462;8707;Uetikon Pfiliale
4463;8708;Männedorf
4464;8712;Stäfa
4465;8713;Uerikon
4466;8714;Feldbach
4467;8715;Bollingen
4468;8716;Schmerikon
4469;8717;Benken SG
4470;8718;Schänis
4471;8722;Kaltbrunn
4472;8723;Rufi
4473;8725;Ernetschwil
4474;8725;Gebertingen
4475;8726;Ricken SG
4476;8727;Walde SG
4477;8730;Uznach
4478;8730;Uznach Postauto
4479;8732;Neuhaus SG
4480;8733;Eschenbach SG
4481;8734;Ermenswil
4482;8735;St. Gallenkappel
4483;8735;Rüeterswil
4484;8737;Gommiswald
4485;8738;Uetliburg SG
4486;8739;Rieden SG
4487;8740;Uznach Vögele AG
4488;8750;Glarus
4489;8750;Riedern
4490;8750;Klöntal
4491;8751;Urnerboden
4492;8752;Näfels
4493;8753;Mollis
4494;8754;Netstal
4495;8755;Ennenda
4496;8756;Mitlödi
4497;8757;Filzbach
4498;8758;Obstalden
4499;8759;Netstal
4500;8762;Schwanden GL
4501;8762;Schwändi GL
4502;8762;Sool
4503;8765;Engi
4504;8766;Matt
4505;8767;Elm
4506;8772;Nidfurn
4507;8772;Leuggelbach
4508;8773;Haslen GL
4509;8775;Luchsingen-Hätzin
4510;8775;Luchsingen
4511;8775;Hätzingen
4512;8777;Diesbach GL
4513;8777;Betschwanden
4514;8782;Rüti GL
4515;8783;Linthal
4516;8784;Braunwald
4517;8800;Thalwil
4518;8801;Thalwil
4519;8802;Kilchberg ZH
4520;8803;Rüschlikon
4521;8804;Au ZH
4522;8805;Richterswil
4523;8805;Richterswil Burghd
4524;8806;Bäch SZ
4525;8807;Freienbach
4526;8808;Pfäffikon SZ
4527;8810;Horgen
4528;8810;Horgen 1
4529;8812;Horgen
4530;8813;Horgen
4531;8815;Horgenberg
4532;8816;Hirzel
4533;8818;Horgen Paketbasis
4534;8820;Wädenswil
4535;8824;Schönenberg ZH
4536;8824;Tanne b.Wädenswil
4537;8825;Hütten
4538;8832;Wollerau
4539;8832;Wilen b. Wollerau
4540;8833;Samstagern
4541;8834;Schindellegi
4542;8835;Feusisberg
4543;8836;Bennau
4544;8840;Einsiedeln
4545;8840;Trachslau
4546;8841;Gross
4547;8842;Unteriberg
4548;8843;Oberiberg
4549;8844;Euthal
4550;8845;Studen SZ
4551;8846;Willerzell
4552;8847;Egg SZ
4553;8849;Alpthal
4554;8852;Altendorf
4555;8853;Lachen SZ
4556;8854;Siebnen
4557;8854;Galgenen
4558;8855;Wangen SZ
4559;8856;Tuggen
4560;8857;Vorderthal
4561;8858;Innerthal
4562;8862;Schübelbach
4563;8863;Buttikon SZ
4564;8864;Reichenburg
4565;8865;Bilten
4566;8866;Ziegelbrücke
4567;8867;Niederurnen
4568;8867;Niederurnen Pfil.
4569;8868;Oberurnen
4570;8872;Weesen
4571;8873;Amden
4572;8874;Mühlehorn
4573;8877;Murg
4574;8878;Quinten
4575;8879;Pizolpark (Mels)
4576;8880;Walenstadt
4577;8881;Walenstadt Ausg
4578;8881;Walenstadtberg
4579;8881;Knoblisbühl
4580;8881;Tscherlach
4581;8882;Unterterzen
4582;8883;Quarten
4583;8884;Oberterzen
4584;8885;Mols
4585;8886;Mädris-Vermol
4586;8887;Mels
4587;8888;Heiligkreuz (Mels)
4588;8889;Plons
4589;8890;Flums
4590;8892;Berschis
4591;8893;Flums Hochwiese
4592;8894;Flumserberg Saxli
4593;8895;Flumserberg Portel
4594;8896;Flumserberg Bergh
4595;8897;Flumserberg Theim
4596;8898;Flumserberg Tboden
4597;8902;Urdorf
4598;8903;Birmensdorf ZH
4599;8904;Aesch
4600;8905;Arni-Islisberg
4601;8905;Islisberg
4602;8905;Arni AG
4603;8906;Bonstetten
4604;8907;Wettswil
4605;8908;Hedingen
4606;8909;Zwillikon
4607;8910;Affoltern am Albis
4608;8911;Rifferswil
4609;8912;Obfelden
4610;8913;Ottenbach
4611;8914;Aeugst am Albis
4612;8914;Aeugstertal
4613;8915;Hausen am Albis
4614;8916;Jonen
4615;8917;Oberlunkhofen
4616;8918;Unterlunkhofen
4617;8919;Rottenschwil
4618;8925;Ebertswil
4619;8926;Kappel am Albis
4620;8926;Hauptikon
4621;8926;Uerzlikon
4622;8932;Mettmenstetten
4623;8933;Maschwanden
4624;8934;Knonau
4625;8942;Oberrieden
4626;8951;Fahrweid
4627;8952;Schlieren
4628;8953;Dietikon
4629;8953;Dietikon 1
4630;8953;Dietikon 2
4631;8953;Dietikon 3
4632;8954;Geroldswil
4633;8955;Oetwil
4634;8956;Killwangen
4635;8957;Spreitenbach
4636;8962;Bergdietikon
4637;8963;Kindhausen AG
4638;8964;Rudolfstetten
4639;8965;Berikon
4640;8965;Berikon 1
4641;8965;Berikon 2 Dorf
4642;8966;Oberwil-Lieli
4643;8967;Widen
4644;9000;St. Gallen
4645;9000;St. Gallen 1 Zust
4646;9000;St. Gallen Pbasis
4647;9001;St. Gallen
4648;9001;St. Gallen KPD
4649;9001;St. Gallen TD
4650;9001;St. Gallen Postaut
4651;9003;St. Gallen
4652;9004;St. Gallen
4653;9006;St. Gallen
4654;9007;St. Gallen
4655;9008;St. Gallen
4656;9009;St. Gallen
4657;9010;St. Gallen
4658;9011;St. Gallen
4659;9012;St. Gallen
4660;9013;St. Gallen
4661;9014;St. Gallen
4662;9014;St. Gallen 14 Zust
4663;9015;St. Gallen
4664;9016;St. Gallen
4665;9020;St. Gallen
4666;9024;St. Gallen
4667;9025;St. Gallen Quelle
4668;9026;St. Gallen K AG
4669;9027;St. Gallen
4670;9028;St. Gallen CV AG
4671;9029;St. Gallen
4672;9030;Abtwil SG
4673;9030;Gaiserwald
4674;9032;Engelburg
4675;9033;Untereggen
4676;9034;Eggersriet
4677;9035;Grub AR
4678;9036;Grub SG
4679;9037;Speicherschwendi
4680;9038;Rehetobel
4681;9038;Kaien
4682;9042;Speicher
4683;9043;Trogen
4684;9043;Trogen Kinderdorf
4685;9044;Wald AR
4686;9050;Appenzell
4687;9052;Niederteufen
4688;9053;Teufen AR
4689;9054;Haslen AI
4690;9055;Bühler
4691;9056;Gais
4692;9057;Weissbad
4693;9057;Schwende
4694;9058;Brülisau
4695;9062;Lustmühle
4696;9063;Stein AR
4697;9064;Hundwil
4698;9100;Herisau
4699;9100;Herisau 1
4700;9101;Herisau
4701;9102;Herisau
4702;9103;Schwellbrunn
4703;9104;Waldstatt
4704;9105;Schönengrund
4705;9107;Urnäsch
4706;9107;Zürchersmühle
4707;9108;Gonten
4708;9112;Schachen b.Herisau
4709;9113;Degersheim
4710;9114;Hoffeld
4711;9115;Dicken
4712;9116;Wolfertswil
4713;9122;Mogelsberg
4714;9122;Ebersol
4715;9123;Nassen
4716;9125;Brunnadern
4717;9126;Necker
4718;9127;St. Peterzell
4719;9200;Gossau SG
4720;9200;Gossau SG 1
4721;9200;Gossau SG 2
4722;9201;Gossau SG
4723;9203;Niederwil SG
4724;9204;Andwil SG
4725;9205;Waldkirch
4726;9212;Arnegg
4727;9213;Hauptwil
4728;9214;Kradolf-Schönenb.
4729;9214;Kradolf
4730;9215;Schönenberg TG
4731;9215;Buhwil
4732;9216;Heldswil
4733;9216;Hohentannen
4734;9220;Bischofszell
4735;9223;Schweizersholz
4736;9223;Halden
4737;9225;Wilen (Gottshaus)
4738;9225;St. Pelagiberg
4739;9225;Gottshaus
4740;9230;Flawil
4741;9230;Flawil 1
4742;9230;Flawil 2
4743;9231;Egg (Flawil)
4744;9234;Rindal
4745;9240;Uzwil
4746;9240;Niederglatt SG
4747;9242;Oberuzwil
4748;9243;Jonschwil
4749;9244;Niederuzwil
4750;9245;Oberbüren
4751;9246;Niederbüren
4752;9247;Henau
4753;9248;Bichwil
4754;9249;Algetshausen
4755;9302;Kronbühl
4756;9303;Wittenbach
4757;9304;Bernhardzell
4758;9305;Berg SG
4759;9306;Freidorf TG
4760;9308;Lömmenschwil
4761;9312;Häggenschwil
4762;9313;Muolen
4763;9314;Steinebrunn
4764;9315;Neukirch (Egnach)
4765;9315;Winden
4766;9320;Arbon
4767;9320;Frasnacht
4768;9320;Stachen
4769;9322;Egnach
4770;9323;Steinach
4771;9325;Roggwil TG
4772;9326;Horn
4773;9327;Tübach
4774;9400;Rorschach
4775;9400;Rorschach Ost
4776;9400;Rorschach Zust
4777;9401;Rorschach
4778;9402;Mörschwil
4779;9403;Goldach
4780;9404;Rorschacherberg
4781;9405;Wienacht-Tobel
4782;9410;Heiden
4783;9411;Reute AR
4784;9413;Oberegg
4785;9414;Schachen b. Reute
4786;9420;Rheineck Intermed
4787;9422;Staad SG
4788;9423;Altenrhein
4789;9424;Rheineck
4790;9425;Thal
4791;9426;Lutzenberg
4792;9427;Wolfhalden
4793;9427;Zelg (Wolfhalden)
4794;9428;Walzenhausen
4795;9428;Lachen AR
4796;9428;Platz
4797;9430;St. Margrethen SG
4798;9434;Au SG
4799;9435;Heerbrugg
4800;9436;Balgach
4801;9437;Marbach SG
4802;9442;Berneck
4803;9442;Berneck Paketbasis
4804;9443;Widnau
4805;9444;Diepoldsau
4806;9445;Rebstein
4807;9450;Altstätten SG
4808;9450;Lüchingen
4809;9451;Kriessern
4810;9452;Hinterforst
4811;9453;Eichberg
4812;9462;Montlingen
4813;9463;Oberriet SG
4814;9464;Rüthi SG
4815;9464;Lienz
4816;9465;Salez
4817;9466;Sennwald
4818;9467;Frümsen
4819;9468;Sax
4820;9469;Haag (Rheintal)
4821;9470;Buchs SG
4822;9470;Buchs SG 1
4823;9470;Buchs SG 2
4824;9470;Werdenberg
4825;9470;Buchs SG Pfiliale
4826;9471;Buchs SG 1
4827;9471;Buchs SG 2
4828;9471;Buchs SG 3
4829;9472;Grabs
4830;9472;Grabserberg
4831;9473;Gams
4832;9475;Sevelen
4833;9476;Weite
4834;9476;Fontnas
4835;9477;Trübbach
4836;9478;Azmoos
4837;9478;Wartau
4838;9479;Oberschan
4839;9479;Malans SG
4840;9479;Gretschins
4841;9485;Nendeln
4842;9486;Schaanwald
4843;9487;Gamprin-Bendern
4844;9488;Schellenberg
4845;9490;Vaduz
4846;9491;Ruggell
4847;9492;Eschen
4848;9493;Mauren FL
4849;9494;Schaan
4850;9495;Triesen
4851;9496;Balzers
4852;9497;Triesenberg
4853;9498;Planken
4854;9500;Wil SG
4855;9500;Wil SG 1
4856;9500;Wil SG 2
4857;9500;Wil SG 1 BZ Zust
4858;9501;Wil SG 1
4859;9502;Braunau
4860;9503;Stehrenberg
4861;9503;Lanterswil
4862;9504;Friltschen
4863;9506;Lommis
4864;9507;Stettfurt
4865;9508;Weingarten-Kalth
4866;9508;Kalthäusern
4867;9508;Weingarten
4868;9510;Wil SG Paketbasis
4869;9512;Rossrüti
4870;9514;Wuppenau
4871;9515;Hosenruck
4872;9517;Mettlen
4873;9523;Züberwangen
4874;9524;Zuzwil SG
4875;9525;Lenggenwil
4876;9526;Zuckenriet
4877;9527;Niederhelfenschwil
4878;9532;Rickenbach b. Wil
4879;9533;Kirchberg SG
4880;9534;Gähwil
4881;9535;Wilen b. Wil
4882;9536;Schwarzenbach SG
4883;9542;Münchwilen TG
4884;9543;St. Margarethen TG
4885;9545;Wängi
4886;9546;Tuttwil
4887;9547;Wittenwil
4888;9548;Matzingen
4889;9552;Bronschhofen
4890;9553;Bettwiesen
4891;9554;Tägerschen
4892;9555;Tobel
4893;9556;Affeltrangen
4894;9556;Zezikon
4895;9562;Märwil
4896;9562;Buch b. Märwil
4897;9565;Bussnang
4898;9565;Oberbussnang
4899;9565;Oppikon
4900;9565;Schmidshof
4901;9565;Rothenhausen
4902;9573;Littenheid
4903;9601;Lütisburg Station
4904;9602;Bazenheid
4905;9602;Müselbach
4906;9604;Lütisburg
4907;9606;Bütschwil
4908;9607;Mosnang
4909;9608;Ganterschwil
4910;9612;Dreien
4911;9613;Mühlrüti
4912;9614;Libingen
4913;9615;Dietfurt
4914;9620;Lichtensteig
4915;9621;Oberhelfenschwil
4916;9622;Krinau
4917;9630;Wattwil
4918;9630;Wattwil Pfiliale
4919;9631;Ulisbach
4920;9633;Hemberg
4921;9633;Bächli (Hemberg)
4922;9642;Ebnat-Kappel
4923;9643;Krummenau
4924;9650;Nesslau
4925;9651;Ennetbühl
4926;9652;Neu St. Johann
4927;9655;Stein SG
4928;9656;Alt St. Johann
4929;9657;Unterwasser
4930;9658;Wildhaus
