pid;Anrede;PLZ;Ort;idPersonenTyp;import
45557;2;1338;Ballaigues;1;0
45623;2;3303;Jegenstorf;1;0
45624;3;3047;Bremgarten b. Bern;1;0
45698;2;3006;Bern  ;1;0
45699;2;3012;Bern  ;1;0
45716;2;1906;Charrat;1;0
45729;3;3006;Bern  ;1;0
45833;3;3018;Bern ;1;0
45834;2;3600;Thun  ;1;0
45835;3;3013;Bern  ;1;0
45913;3;3008;Bern;1;0
45922;1;1701;Fribourg;1;0
46076;3;3018;Bern;1;0
46077;3;3073;Gümligen;1;0
46093;3;8180;Bülach;1;0
46117;3;3018;Bern;1;0
46120;3;96721;Militär;1;0
46121;2;3600;Thun;1;0
46194;3;3027;Bern  ;1;0
46195;2;3014;Bern;1;0
46196;2;3216;Ried b Kerzers     ;1;0
46198;2;3326;Krauchthal;1;0
46199;3;3075;Rüfenacht BE;1;0
46200;2;3018;Bern;1;0
46201;3;4500;Solothurn;1;0
46204;2;3006;Bern ;1;0
46222;3;3302;Moosseedorf;1;0
46238;3;-;China;1;0
46249;3;3127;Mühlethurnen;1;0
46250;3;3000;Bern;1;0
46260;3;3322;Urtenen-Schönbühl;1;0
46261;3;3000;Bern;1;0
46272;2;1902;Evionnaz;1;0
46273;2;3012;Bern;1;0
46274;2;1205;Genève;1;0
46275;2;8050;Zürich;1;0
46276;3;3012;Bern;1;0
46277;2;3095;Spiegel b. Bern;1;0
46278;2;1468;Cheyres;1;0
46279;2;3006;Bern;1;0
46280;2;3014;Bern;1;0
46281;3;3362;Niederönz;1;0
46282;2;3012;Bern;1;0
46283;3;3365;Seeberg;1;0
46284;2;9403;Goldach;1;0
46285;2;3011;Bern;1;0
46286;2;6390;Engelberg;1;0
46287;3;3047;Bremgarten b. Bern;1;0
46288;1;3110;Münsingen;1;0
46289;2;3115;Gerzensee  ;1;0
46290;2;3018;Bern   ;1;0
46291;2;3015;Bern;1;0
46292;2;3072;Ostermundigen;1;0
46293;2;79539;Lörrach ;1;0
46294;3;3000;Bern;1;0
46295;2;3173;Oberwangen b. Bern;1;0
46297;3;3006;Bern;1;0
46298;2;3006;Bern;1;0
46299;3;3098;Köniz;1;0
46302;2;3013;Bern;1;0
46303;3;3000;Bern;1;0
46304;1;3012;Bern;1;0
46307;2;3113;Rubigen   ;1;0
46308;3;3076;Worb;1;0
46309;3;3629;Oppligen;1;0
46310;2;3074;Muri b. Bern;1;0
46311;2;1093;La Conversion;1;0
46312;2;3013;Bern  ;1;0
46313;3;3210;Kerzers  ;1;0
46314;2;3097;Liebefeld;1;0
46315;3;3812;Wilderswil;1;0
46316;2;3007;Bern;1;0
46317;1;3001;Bern;1;0
46318;2;3250;Lyss     ;1;0
46350;2;3004;Bern;1;0
46351;3;3012;Bern;1;0
46352;3;3018;Bern;1;0
46353;2;2736;Sorvilier;1;0
46355;3;1785;Cressier FR;1;0
46356;3;3072;Ostermundigen;1;0
46357;3;2604;La Heutte;1;0
45559;3;6004;Luzern;1;0
45572;3;3018;Bern ;1;0
45581;3;3007;Bern;1;0
45582;2;9500;Wil SG;1;0
45583;3;3203;Mühleberg;1;0
45584;3;3123;Belp;1;0
45585;3;3000;Bern;1;0
45586;2;3011;Bern;1;0
45587;3;6815;Melide;1;0
45588;3;3096;Oberbalm;1;0
45589;3;1838;Rougemont;1;0
45590;2;3089;Hinterfultigen;1;0
45591;1;3098;Köniz;1;0
45592;2;3073;Gümligen;1;0
45594;2;3012;Bern;1;0
45595;2;5063;Wölflinswil;1;0
45596;2;1257;La Croix-de-Rozon;1;0
45597;2;3018;Bern;1;0
45598;3;3000;Bern;1;0
45599;2;3018;Bern;1;0
45650;3;3508;Arni BE;1;0
45690;3;2552;Orpund;1;0
45691;3;2503;Biel/Bienne;1;0
45692;2;3718;Kandersteg;1;0
45693;3;3000;Bern;1;0
45694;3;3280;Altavilla;1;0
45695;2;3011;Bern;1;0
45696;2;3315;Bätterkinden;1;0
45697;3;5332;Rekingen AG;1;0
45700;3;3174;Thörishaus;1;0
45701;3;1208;Genève;1;0
45702;2;3535;Schüpbach;1;0
45703;2;4500;Solothurn;1;0
45704;3;3072;Ostermundigen;1;0
45705;2;3007;Bern;1;0
45706;2;3072;Ostermundigen;1;0
45707;2;3015;Bern;1;0
45708;3;3042;Ortschwaben;1;0
45731;2;3098;Köniz;1;0
45732;2;3006;Bern;1;0
45734;3;3013;Bern;1;0
45735;2;3027;Bern ;1;0
45736;3;3007;Bern;1;0
45737;2;3013;Bern;1;0
45739;2;3037;Herrenschwanden;1;0
45740;3;3088;Rüeggisberg;1;0
45741;2;3250;Lyss;1;0
45742;2;3178;Bösingen;1;0
45744;2;9000;St. Gallen;1;0
45829;3;3007;Bern;1;0
45927;3;3013;Bern;1;0
45945;3;3047;Bremgarten b. Bern;1;0
46138;2;3032;Hinterkappelen;1;0
46158;3;8050;Zürich;1;0
46168;3;3206;Biberen;1;0
46170;2;3007;Bern;1;0
46171;1;3011;Bern;1;0
46172;2;3656;Tschingel;1;0
46173;3;3937;Baltschieder;1;0
46175;3;3312;Fraubrunnen;1;0
46180;3;3097;Liebefeld;1;0
46181;3;3203;Mühleberg;1;0
46184;2;3014;Bern;1;0
46210;3;3048;Worblaufen;1;0
46211;3;3052;Zollikofen;1;0
46212;3;3255;Rapperswil BE;1;0
46323;2;3852;Ringgenberg  ;1;0
46360;3;3048;Worblaufen;1;0
46361;3;8037;Zürich;1;0
46362;2;3084;Wabern;1;0
46363;2;3012;Bern;1;0
46364;2;3097;Liebefeld;1;0
46365;2;4919;Reisiswil;1;0
46366;3;3018;Bern;1;0
46367;2;3400;Burgdorf;1;0
46368;2;3066;Stettlen;1;0
46369;3;3006;Bern;1;0
46370;3;3018;Bern;1;0
46371;2;2504;Biel/Bienne;1;0
46373;2;3007;Bern;1;0
46374;2;3012;Bern;1;0
46375;3;3154;Rüschegg Heubach;1;0
46376;3;1700;Fribourg;1;0
46377;3;3008;Bern;1;0
46378;2;3013;Bern  ;1;0
46379;2;3027;Bern;1;0
46386;3;3550;Langnau i.E.;1;0
46387;3;3855;Brienz BE;1;0
46390;2;3098;Köniz;1;0
46391;3;3006;Bern;1;0
46392;2;3013;Bern;1;0
46393;3;3007;Bern ;1;0
46396;2;3063;Ittigen;1;0
46397;2;3008;Bern;1;0
46398;3;3065;Bolligen;1;0
46399;2;3063;Ittigen;1;0
45801;2;3006;Bern  ;1;0
45813;3;3904;Naters   ;1;0
45853;1;3011;Bern;1;0
45854;3;1985;La Sage;1;0
45862;3;3007;Bern;1;0
45897;3;3006;Bern;1;0
45909;1;1219;Châtelaine;1;0
46012;2;3613;Steffisburg;1;0
46014;3;3013;Bern;1;0
46015;3;1950;Sion;1;0
46016;2;3006;Bern;1;0
46017;3;4103;Bottmingen;1;0
46018;3;2552;Orpund;1;0
46028;3;3072;Ostermundigen;1;0
46143;2;3008;Bern;1;0
46320;2;8712;Stäfa;1;0
46321;3;3013;Bern;1;0
46322;3;3114;Wichtrach;1;0
46324;3;3027;Bern;1;0
46325;3;3110;Münsingen   ;1;0
46326;2;3770;Zweisimmen;1;0
46327;2;8052;Zürich;1;0
46328;2;3007;Bern;1;0
46329;2;3000;Bern;1;0
46330;2;3012;Bern;1;0
46332;2;3015;Bern;1;0
46336;2;3173;Oberwangen b. Bern;1;0
46337;3;1701;Fribourg;1;0
46338;2;1752;Villars-sur-Glâne;1;0
46339;2;3007;Bern;1;0
46340;2;3084;Wabern;1;0
46341;2;3006;Bern;1;0
46342;2;3011;Bern;1;0
46343;2;3007;Bern;1;0
46344;2;4932;Lotzwil;1;0
46345;2;3000;Bern;1;0
46346;2;3063;Ittigen;1;0
46347;3;3013;Bern;1;0
46348;3;3006;Bern;1;0
46349;2;3172;Niederwangen BE;1;0
46383;3;3000;Bern    ;1;0
46384;2;3007;Bern;1;0
46401;2;3018;Bern ;1;0
46409;2;3125;Toffen;1;0
46410;2;3053;Lätti  ;1;0
46413;3;8032;Zürich;1;0
46416;2;3018;Bern  ;1;0
46420;3;3000;Bern;1;0
46421;3;3250;Lyss;1;0
46423;3;3012;Bern  ;1;0
46429;2;3053;Lätti;1;0
46438;1;3000;Bern  31;1;0
46446;2;3013;Bern;1;0
46447;3;3047;Bremgarten b. Bern;1;0
46448;3;3052;Zollikofen;1;0
46449;2;3015;Bern;1;0
46450;2;3012;Bern;1;0
46453;3;4922;Bützberg;1;0
46455;3;3613;Steffisburg;1;0
46456;2;3047;Bremgarten b Bern ;1;0
46457;3;3048;Worblaufen  ;1;0
46458;3;3011;Bern  ;1;0
46459;2;0000;0000;1;0
46465;2;0000;Münster ;1;0
46466;2;3018;Bern;1;0
46467;2;3007;Bern  ;1;0
46469;2;3098;Köniz;1;0
46472;2;1785;Cressier;1;0
46475;2;3095;Spiegel  ;1;0
46476;3;5107;Schinznach Dorf;1;0
46478;3;3073;Gümligen;1;0
46479;2;3011;Bern ;1;0
46480;3;3005;Bern ;1;0
46481;3;3018;Bern;1;0
46486;3;3323;Bäriswil ;1;0
46487;3;3236;Gampelen;1;0
46488;3;3123;Belp;1;0
46490;2;3302;Moosseedorf  ;1;0
46492;3;3066;Stettlen;1;0
46493;2;3014;Bern;1;0
46497;3;6023;Rothenburg;1;0
46507;3;2562;Port;1;0
46508;3;3014;Bern;1;0
46513;1;3098;Köniz   ;1;0
46515;3;3012;Bern  ;1;0
46516;2;3005;Bern;1;0
46517;2;3007;Bern  ;1;0
46519;3;3177;Laupen  ;1;0
46526;3;8003;Zürich  ;1;0
46527;3;6020;Emmenbrücke  ;1;0
46528;3;3012;Bern    ;1;0
46535;1;3074;Muri b. Bern;1;0
46539;3;3018;Bern;1;0
46540;2;3011;Bern;1;0
46541;3;3014;Bern;1;0
46542;2;3006;Bern;1;0
46544;3;3006;Bern;1;0
46546;1;3007;Bern;1;0
45822;3;0000;Tokyo;1;0
45869;2;3032;Hinterkappelen;1;0
45893;3;79576;Weil am Rhein Deutschland ;1;0
45905;3;3011;Bern;1;0
45906;3;3752;Wimmis;1;0
45928;2;3006;Bern;1;0
45929;2;3074;Muri b Bern ;1;0
45946;2;3072;Ostermundigen;1;0
45948;1;3032;Hinterkappelen;1;0
45950;3;3006;Bern;1;0
45952;2;3027;Bern;1;0
45953;2;3006;Bern;1;0
45954;2;3422;Kirchberg BE;1;0
45955;2;8880;Walenstadt;1;0
45956;2;3097;Liebefeld;1;0
45957;2;3065;Bolligen;1;0
45958;2;3000;Bern;1;0
45960;2;2610;Mont-Soleil;1;0
45961;3;3012;Bern;1;0
45962;2;3780;Gstaad;1;0
45963;3;4912;Aarwangen  ;1;0
45964;3;3007;Bern;1;0
45965;3;3052;Zollikofen;1;0
46003;3;1892;Lavey les Bains;1;0
46056;2;3531;Oberthal;1;0
46137;2;3312;Fraubrunnen;1;0
46139;2;5702;Niederlenz;1;0
46141;3;5244;Birrhard;1;0
46142;3;3000;Bern;1;0
46144;3;3012;Bern;1;0
46145;3;8804;Au ZH;1;0
46146;2;3096;Oberbalm;1;0
46147;3;3012;Bern;1;0
46148;2;3046;Wahlendorf;1;0
46149;3;3074;Muri b. Bern;1;0
46150;2;2557;Studen BE;1;0
46151;2;3097;Liebefeld;1;0
46152;3;6023;Rothenburg;1;0
46153;2;3007;Bern;1;0
46155;2;3014;Bern;1;0
46156;2;1145;Bière;1;0
46157;2;3012;Bern;1;0
46354;3;3014;Bern;1;0
46372;3;3027;Bern;1;0
46407;2;3008;Bern;1;0
46408;3;3027;Bern;1;0
46411;3;4536;Attiswil;1;0
46412;3;3011;Bern;1;0
46414;3;3600;Thun;1;0
46415;3;3018;Bern;1;0
46418;3;3400;Burgdorf;1;0
46422;2;3006;Bern;1;0
46425;3;3645;Gwatt (Thun);1;0
46426;3;3123;Belp;1;0
46427;3;3098;Schlieren bei Köniz;1;0
46428;2;2827;Schelten;1;0
46430;1;3011;Bern;1;0
46431;3;3123;Belp   ;1;0
46437;3;3006;Bern;1;0
46439;2;3084;Wabern;1;0
46440;2;3506;Grosshöchstetten;1;0
46510;1;1920;Martigny  ;1;0
46522;1;3007;Bern;1;0
46525;3;3015;Bern;1;0
46529;2;3005;Bern;1;0
46536;3;3006;Bern;1;0
46537;2;3008;Bern;1;0
46545;2;3084;Wabern;1;0
46548;2;3018;Bern;1;0
46550;2;3063;Ittigen;1;0
46552;2;3007;Bern;1;0
46553;2;3018;Bern;1;0
46554;2;3075;Rüfenacht BE;1;0
46555;2;3415;Hasle b. Burgdorf;1;0
46556;2;8340;Hinwil;1;0
46557;1;3011;Bern;1;0
46558;2;5600;Ammerswil AG;1;0
46559;3;3084;Wabern;1;0
46560;2;3000;Bern;1;0
46561;2;6210;Sursee;1;0
46562;2;3415;Hasle-Rüegsau;1;0
46563;3;2575;Täuffelen   ;1;0
46564;2;3700;Spiez;1;0
46565;3;3125;Toffen;1;0
46566;2;3027;Bern;1;0
46567;3;3014;Bern;1;0
46568;3;3074;Muri b. Bern;1;0
46569;2;3018;Bern;1;0
46571;2;3014;Bern;1;0
46573;3;3008;Bern;1;0
46576;2;3000;Bern;1;0
46577;3;3012;Bern ;1;0
46582;3;3095;Spiegel b Bern;1;0
46591;2;3027;Bern  ;1;0
46592;1;3011;Bern  ;1;0
46593;2;3013;Bern ;1;0
46600;2;3052;Zollikofen ;1;0
46602;2;3008;Bern;1;0
46603;2;3604;Thun;1;0
46604;3;6055;Alpnach Dorf;1;0
45949;3;3027;Bern;1;0
45986;2;3027;Bern;1;0
45988;3;3052;Zollikofen  ;1;0
45989;3;3000;Bern;1;0
45990;2;3004;Bern;1;0
45991;2;3054;Schüpfen;1;0
45992;2;3184;Wünnewil;1;0
45993;1;3084;Wabern;1;0
45995;2;4900;Langenthal;1;0
45996;2;3532;Zäziwil;1;0
45997;2;3007;Bern;1;0
45998;2;3012;Bern;1;0
45999;2;3072;Ostermundigen;1;0
46000;3;9000;St. Gallen;1;0
46005;2;3014;Bern;1;0
46006;2;3005;Bern;1;0
46081;2;3053;Münchenbuchsee;1;0
46083;3;3860;Meiringen;1;0
46084;3;3014;Bern;1;0
46085;3;3014;Bern;1;0
46087;2;3006;Bern;1;0
46089;2;67009;Ludwigshafen DEUTSCHLAND;1;0
46091;1;3000;Bern;1;0
46092;3;3262;Suberg;1;0
46221;3;2552;Orpund;1;0
46305;3;3073;Gümligen  ;1;0
46306;2;3018;Bern;1;0
46417;3;3322;Schönbühl-Urtenen;1;0
46419;2;3122;Kehrsatz;1;0
46424;2;3800;Unterseen;1;0
46432;2;3000;Bern;1;0
46433;2;4717;Mümliswil;1;0
46434;3;3664;Burgistein;1;0
46435;2;3006;Bern;1;0
46436;2;3011;Bern;1;0
46461;3;3012;Bern ;1;0
46462;3;3944;Unterbäch ;1;0
46483;2;3000;Bern;1;0
46494;3;2504;Biel  ;1;0
46509;1;3236;Gampelen  ;1;0
46547;2;3312;Fraubrunnen;1;0
46570;2;5200;Brugg AG;1;0
46572;2;3084;Wabern;1;0
46606;3;3008;Bern  ;1;0
46607;3;4055;Basel;1;0
46608;2;3027;Bern;1;0
46609;2;3012;Bern;1;0
46610;2;3073;Gümligen;1;0
46612;2;10977-6432;New York, USA;1;0
46614;3;3652;Hilterfingen;1;0
46617;2;3555;Trubschachen;1;0
46618;2;3250;Lyss;1;0
46620;2;3086;Zimmerwald;1;0
46622;2;3007;Bern;1;0
46626;2;3018;Bern  ;1;0
46627;3;3014;Bern ;1;0
46628;2;5242;Birr   ;1;0
46629;2;3018;Bern ;1;0
46630;3;3013;Bern;1;0
46631;3;3032;Hinterkappelen;1;0
46632;3;3048;Worblaufen;1;0
46633;3;-;Japan;1;0
46634;2;3011;Bern;1;0
46635;3;3006;Bern;1;0
46636;3;3011;Bern;1;0
46637;2;4932;Lotzwil;1;0
46638;1;3012;Bern;1;0
46639;3;3422;Kirchberg BE;1;0
46640;3;3510;Konolfingen;1;0
46641;2;3072;Ostermundigen;1;0
46642;2;3027;Bern;1;0
46643;1;3011;Bern  ;1;0
46645;3;3604;Thun;1;0
46646;3;4133;Pratteln;1;0
46647;3;3123;Belp;1;0
46648;3;3855;Brienz BE;1;0
46649;3;92210;Saint-Cloud, France;1;0
46651;3;79639;Grenzach-Wyhlen, Deutschland;1;0
46652;2;1784;Courtepin;1;0
46653;2;3011;Bern;1;0
46654;2;3004;Bern;1;0
46655;3;1753;Matran;1;0
46656;3;1468;Cheyres;1;0
46657;2;3014;Bern  ;1;0
46658;3;4932;Lotzwil;1;0
46659;3;3012;Bern;1;0
46660;2;0000;Kairo;1;0
46661;1;3250;Lyss;1;0
46662;3;3144;Gasel;1;0
46664;2;3123;Belp;1;0
46665;2;3123;Belp;1;0
46666;3;3098;Schliern b. Köniz;1;0
46667;2;3012;Bern;1;0
46668;2;3063;Ittigen;1;0
46669;2;3006;Bern;1;0
46670;3;3006;Bern;1;0
46671;3;3007;Bern;1;0
46672;2;3012;Bern;1;0
46676;2;3015;Bern;1;0
46052;2;3013;Bern;1;0
46053;1;3098;Köniz;1;0
46057;3;337240;Hunedoara, Romania;1;0
46058;2;3027;Bern;1;0
46059;3;3000;Bern;1;0
46060;2;3011;Bern;1;0
46061;2;3000;Bern;1;0
46062;3;3007;Bern;1;0
46063;2;3011;Bern;1;0
46064;2;3303;Jegenstorf;1;0
46065;3;3015;Bern;1;0
46066;2;3073;Gümligen;1;0
46067;2;3534;Signau;1;0
46068;3;3005;Bern;1;0
46069;2;3000;Bern;1;0
46070;3;-;Indien;1;0
46072;2;3076;Worb;1;0
46073;2;2604;La Heutte;1;0
46074;3;3007;Bern;1;0
46075;2;3098;Schliern b. Köniz;1;0
46154;2;2544;Bettlach;1;0
46202;3;0000;Auxerre;1;0
46223;3;3123;Belp ;1;0
46224;3;3182;Ueberstorf ;1;0
46225;3;3018;Bern;1;0
46226;2;3110;Münsingen;1;0
46229;3;3012;Bern   ;1;0
46230;2;1718;Rechthalten   ;1;0
46245;2;2560;Nidau  ;1;0
46247;3;2560;Nidau   ;1;0
46296;2;3014;Bern;1;0
46335;2;3000;Bern   ;1;0
46394;3;3280;Murten  ;1;0
46395;3;3018;Bern  ;1;0
46400;2;3075;Rüfenacht BE;1;0
46402;3;3014;Bern;1;0
46404;3;6012;Obernau;1;0
46406;2;6006;Luzern;1;0
46468;2;1203;Genève   ;1;0
46473;3;5466;Kaiserstuhl;1;0
46474;2;13467;Berlin;1;0
46489;3;0000;Groningen;1;0
46503;1;3008;Bern   ;1;0
46512;2;8411;Winterthur;1;0
46524;2;3512;Walkringen ;1;0
46543;3;5612;Villmergen  ;1;0
46588;3;3014;Bern;1;0
46644;3;3011;Bern  ;1;0
46673;2;3007;Bern;1;0
46674;2;-;Thailand;1;0
46675;2;3507;Biglen;1;0
46677;3;3012;Bern;1;0
46679;2;6832;Pedrinate;1;0
46680;3;5200;Brugg AG;1;0
46682;3;4500;Solothurn;1;0
46683;2;3367;Thörigen  ;1;0
46684;2;3008;Bern  ;1;0
46685;3;3008;Bern;1;0
46686;2;3027;Bern;1;0
46691;3;3074;Muri b. Bern;1;0
46692;3;3014;Bern ;1;0
46693;3;1202;Genève;1;0
46697;3;3032;Hinterkappelen   ;1;0
46698;2;6026;Rain;1;0
46700;2;3415;Hasle-Rüegsau;1;0
46701;2;3700;Spiez;1;0
46702;3;3006;Bern;1;0
46703;3;6003;Luzern;1;0
46704;3;3072;Ostermundigen;1;0
46705;3;3110;Münsingen;1;0
46706;2;2016;Cortaillod;1;0
46707;2;3007;Bern;1;0
46708;2;3004;Bern;1;0
46709;3;3368;Bleienbach;1;0
46710;2;3506;Grosshöchstetten;1;0
46711;2;-;China;1;0
46712;2;3052;Zollikofen;1;0
46713;2;3000;Bern;1;0
46714;2;3000;Bern;1;0
46715;2;3860;Meiringen;1;0
46722;2;3012;Bern ;1;0
46723;2;8610;Uster;1;0
46724;3;4104;Oberwil BL;1;0
46729;3;3053;Münchenbuchsee ;1;0
46731;2;1066;Epalinges ;1;0
46732;2;3018;Bern;1;0
46733;3;3098;Köniz;1;0
46734;2;3018;Bern;1;0
46735;1;3018;Bern;1;0
46736;3;3212;Gurmels;1;0
46737;2;3072;Ostermundigen;1;0
46738;2;3000;Bern;1;0
46742;2;3032;Hinterkappelen;1;0
46746;2;3054;Schüpfen;1;0
46749;2;8406;Winterthur  ;1;0
46750;2;3123;Belp;1;0
46751;2;6102;Malters;1;0
46752;3;3014;Bern;1;0
46183;2;3322;Schönbühl-Urtenen;1;0
46203;2;0000;0000;1;0
46219;2;3007;Bern;1;0
46220;3;5035;Unterentfelden;1;0
46233;2;8400;Winterthur    ;1;0
46319;2;3013;Bern;1;0
46331;3;4410;Liestal   ;1;0
46333;3;3296;Arch ;1;0
46334;3;3032;Hinterkappelen;1;0
46382;2;1787;Motier;1;0
46470;3;0000;0000;1;0
46518;3;3098;Schliern b. Köniz;1;0
46521;3;3005;Bern;1;0
46574;3;1315;La Sarraz;1;0
46575;3;3004;Bern;1;0
46579;2;3015;Bern;1;0
46740;2;3014;Bern  ;1;0
46741;3;3084;Wabern;1;0
46743;2;3182;Ueberstorf;1;0
46745;3;8213;Neunkirch  ;1;0
46748;3;3177;Laupen BE;1;0
46753;2;1299;Crans-près-Céligny;1;0
46754;2;3400;Burgdorf;1;0
46757;1;3012;Bern;1;0
46758;2;8038;Zürich;1;0
46760;2;3076;Worb;1;0
46761;3;3018;Bern;1;0
46762;3;3007;Bern;1;0
46763;2;-;Rumänien;1;0
46767;2;3007;Bern;1;0
46771;3;3018;Bern  ;1;0
46772;3;3007;Bern;1;0
46775;3;3012;Bern ;1;0
46781;3;3673;Linden;1;0
46782;2;3074;Muri b. Bern;1;0
46783;2;3063;Ittigen  ;1;0
46788;2;3012;Bern ;1;0
46790;2;8942;Oberrieden;1;0
46804;3;3033;Wohlen b. Bern;1;0
46805;3;3053;Lätti;1;0
46806;3;3125;Toffen;1;0
46807;2;3011;Bern;1;0
46808;2;3202;Frauenkappelen;1;0
46810;2;3006;Bern;1;0
46811;2;3132;Riggisberg;1;0
46812;2;1800;Vevey;1;0
46813;2;3280;Murten;1;0
46814;3;3124;Camberwell VIC, Australia;1;0
46815;2;3294;Büren an der Aare;1;0
46816;3;6436;Ried (Muotathal);1;0
46817;2;3920;Zermatt  ;1;0
46827;3;3008;Bern;1;0
46829;3;3027;Bern;1;0
46830;2;3000;Bern;1;0
46834;2;3014;Bern;1;0
46836;2;3072;Ostermundigen;1;0
46848;2;3014;Bern;1;0
46849;2;3006;Bern;1;0
46851;2;3063;Ittigen ;1;0
46852;2;1225;Chêne-Bourg;1;0
46854;3;3250;Lyss;1;0
46855;2;1205;Genève;1;0
46856;2;3911;Ried-Brig;1;0
46857;2;3097;Liebefeld;1;0
46860;3;3014;Bern;1;0
46865;3;3012;Bern  ;1;0
46869;2;7013;Domat/Ems;1;0
46870;3;3018;Bern;1;0
46871;2;3007;Bern;1;0
46872;2;-;Italien;1;0
46873;1;3000;Bern 13 Matte;1;0
46874;2;3084;Wabern;1;0
46876;3;3510;Konolfingen;1;0
46877;3;3014;Bern;1;0
46878;3;3063;Ittigen;1;0
46879;2;3013;Bern;1;0
46880;3;3550;Langnau i. E.;1;0
46881;3;3018;Bern;1;0
46895;3;6211;Buchs LU;1;0
46897;1;3011;Bern;1;0
46898;2;3052;Zollikofen;1;0
46899;3;3012;Bern;1;0
46900;3;3018;Bern;1;0
46901;2;3095;Spiegel b. Bern;1;0
46902;3;3072;Ostermundigen;1;0
46903;2;3014;Bern;1;0
46904;2;3007;Bern;1;0
46905;2;1618;Châtel-St-Denis;1;0
46906;2;6834;Morbio Inferiore;1;0
46907;2;0000;Madrid;1;0
46908;3;3007;Bern;1;0
46909;2;3257;Ammerzwil BE;1;0
46910;3;3052;Zollikofen;1;0
46911;3;8890;Flums;1;0
46918;1;3005;Bern;1;0
46921;1;3001;Bern;1;0
46922;2;3018;Bern;1;0
46188;2;1712;Tafers;1;0
46240;2;-;Italien;1;0
46471;1;3015;Bern ;1;0
46482;2;1010;Lausanne   ;1;0
46484;2;3006;Bern;1;0
46485;3;9062;Lustmühle;1;0
46495;3;0000;0000;1;0
46584;2;3007;Bern;1;0
46594;2;3175;Flamatt;1;0
46601;2;3014;Bern;1;0
46605;2;3007;Bern;1;0
46613;3;4553;Subingen;1;0
46615;2;3006;Bern;1;0
46616;2;3004;Bern;1;0
46619;2;3072;Ostermundigen;1;0
46623;3;3322;Schönbühl-Urtenen;1;0
46728;3;3900;Brig  ;1;0
46756;3;59110;La Madeleine;1;0
46774;3;3027;Bern;1;0
46776;3;2540;Grenchen;1;0
46777;3;3076;Worb;1;0
46778;2;2544;Bettlach;1;0
46818;2;8004;Zürich;1;0
46868;2;3013;Bern  ;1;0
46875;3;3123;Belp   ;1;0
46882;3;6033;Buchrain  ;1;0
46894;3;3852;Ringgenberg BE;1;0
46923;3;3294;Büren an der Aare  ;1;0
46924;2;3027;Bern ;1;0
46925;2;3033;Wohlen b. Bern;1;0
46930;3;1700;Fribourg;1;0
46931;3;3097;Liebefeld;1;0
46941;2;0000;Weyersheim;1;0
46945;3;3012;Bern;1;0
46947;2;2520;La Neuveville;1;0
46948;3;8050;Zürich;1;0
46951;3;-;Schweden;1;0
46953;2;3000;Bern;1;0
46957;2;3627;Heimberg;1;0
46958;3;3044;Säriswil;1;0
46963;2;3011;Bern ;1;0
46967;2;4537;Wiedlisbach;1;0
46968;2;3000;Bern;1;0
46969;3;3014;Bern;1;0
46970;2;3098;Köniz;1;0
46971;2;9000;St. Gallen;1;0
46973;3;3084;Wabern;1;0
46974;3;3084;Wabern;1;0
46975;2;3097;Liebefeld;1;0
46976;2;3270;Aarberg;1;0
46977;2;8032;Zürich;1;0
46978;3;5245;Habsburg;1;0
46979;2;3012;Bern;1;0
46983;2;3014;Bern;1;0
46984;3;3007;Bern;1;0
46985;3;3000;Bern;1;0
46987;3;3177;Laupen BE;1;0
46988;2;8049;Zürich;1;0
46989;2;3012;Bern  ;1;0
46990;2;3097;Liebefeld;1;0
46991;1;5600;Lenzburg;1;0
46993;1;3014;Bern;1;0
46994;2;3114;Wichtrach;1;0
46995;3;1637;Charmey (Gruyère);1;0
46996;3;1266;Duillier;1;0
46997;2;3012;Bern;1;0
46998;2;3007;Bern;1;0
47000;1;3012;Bern;1;0
47001;1;3004;Bern;1;0
47002;1;3011;Bern;1;0
47003;3;3400;Burgdorf ;1;0
47005;3;3532;Zäziwil;1;0
47006;2;3006;Bern;1;0
47007;2;4500;Solothurn;1;0
47008;2;3075;Rüfenacht BE;1;0
47010;3;3013;Bern;1;0
47011;3;3076;Worb;1;0
47012;3;3005;Bern;1;0
47013;3;3013;Bern;1;0
47014;2;3007;Bern;1;0
47015;2;3457;Wasen im Emmental;1;0
47016;2;-;-;1;0
47018;2;3013;Bern;1;0
47019;2;3018;Bern;1;0
47020;2;3086;Zimmerwald;1;0
47021;1;3011;Bern;1;0
47022;2;8050;Zürich;1;0
47023;2;3018;Bern;1;0
47024;3;3011;Bern;1;0
47026;1;3006;Bern;1;0
47027;2;3006;Bern;1;0
47034;1;3011;Bern;1;0
47036;3;3012;Bern  ;1;0
47041;3;3214;Ulmiz;1;0
47043;2;3007;Bern;1;0
47045;2;3073;Gümligen ;1;0
47046;3;3052;Zollikofen;1;0
47047;2;3098;Köniz;1;0
47051;2;3011;Bern  ;1;0
47056;2;3007;Bern;1;0
46300;2;3018;Bern   ;1;0
46301;3;3014;Bern;1;0
46380;1;3177;Laupen BE;1;0
46381;3;3177;Laupen BE;1;0
46385;2;6003;Luzern;1;0
46388;3;3098;Köniz;1;0
46389;3;2502;Biel/Bienne;1;0
46403;3;3946;Turtmann;1;0
46405;3;3145;Niederscherli;1;0
46441;3;3018;Bern ;1;0
46443;2;2502;Biel/Bienne;1;0
46491;2;2552;Orpund;1;0
