pid;Anrede;PLZ;Ort;idPersonenTyp;import
14513;3;3012;Bern;1;0
21192;3;3018;Bern;1;0
20874;2;3098;Schliern b. Köniz;1;0
21161;3;3400;Burgdorf;1;0
10210;3;3008;Bern;1;9
15781;2;3072;Ostermundigen;1;0
14036;2;3014;Bern;1;0
13072;2;3006;Bern;1;0
13272;3;3018;Bern;1;0
12777;2;3027;Bern;1;0
13521;3;3014;Bern;1;0
12871;3;3000;Bern;1;0
14073;3;3123;Belp;1;0
14148;3;3008;Bern;1;0
14409;2;3065;Bolligen;1;0
12994;3;3646;Einigen;1;0
13129;2;3008;Bern;1;0
13369;3;3014;Bern;1;0
13518;3;3116;Kirchdorf BE;1;0
13684;2;3011;Bern;1;0
13858;2;3006;Bern;1;0
13970;3;3011;Bern;1;0
14341;2;3018;Bern;1;0
14580;3;3662;Seftigen;1;0
14693;2;3012;Bern;1;0
15272;1;3007;Bern;1;0
15341;2;3006;Bern;1;0
14860;2;3019;Bern;1;0
14947;1;3011;Bern;1;0
15044;2;3072;Ostermundigen;1;0
15149;3;3012;Bern;1;0
15344;2;3006;Bern;1;0
15807;3;3014;Bern;1;0
16106;2;3172;Niederwangen BE;1;0
16300;2;4552;Derendingen;1;0
16357;2;3012;Bern;1;0
16656;3;3018;Bern;1;0
16795;3;3027;Bern;1;0
15717;2;5063;Wölflinswil;1;0
15882;2;0000;Southampton;1;0
16017;2;6262;Langnau b. Reiden;1;0
16286;3;3052;Zollikofen;1;0
16270;3;3012;Bern;1;0
16496;3;3007;Bern;1;0
16641;2;3150;Schwarzenburg;1;0
16863;2;3027;Bern;1;0
17154;3;3007;Bern;1;0
17017;3;3014;Bern;1;0
17135;3;3006;Bern;1;0
17661;1;3014;Bern;1;0
17760;3;3004;Zürich;1;0
18799;1;3011;Bern;1;0
17933;2;3005;Bern;1;0
18060;2;3007;Bern;1;0
18087;2;3012;Bern;1;0
17639;2;3604;Thun;1;0
17904;3;6340;Baar;1;0
20915;2;3014;Bern;1;0
18729;3;3033;Wohlen b. Bern;1;0
18760;3;3008;Bern;1;0
18951;2;8006;Zürich;1;0
19108;2;3005;Bern;1;0
19129;3;3052;Zollikofen;1;0
18546;3;3005;Bern;1;0
18665;3;0000;Chiampo;1;0
18822;2;3012;Bern;1;0
18983;3;3007;Bern;1;0
19097;1;2000;Neuchâtel;1;0
19580;2;3098;Schliern b. Köniz;1;0
19636;2;3032;Hinterkappelen;1;0
19714;2;3005;Bern;1;0
19379;2;3006;Bern;1;0
19532;3;3012;Bern;1;0
20042;3;3014;Bern;1;0
20306;2;2502;Biel/Bienne;1;0
20363;2;3011;Bern;1;0
20604;2;3072;Ostermundigen;1;0
20711;3;3251;Wengi b. Büren;1;0
19938;2;3018;Bern;1;0
19939;2;3014;Bern;1;0
19940;3;00000;Bologna;1;0
19941;3;3014;Bern;1;0
19942;2;3303;Jegenstorf;1;0
19943;2;4058;Basel;1;0
19944;2;3254;Balm b. Messen;1;0
19945;2;3027;Bern;1;0
19946;3;3027;Bern;1;0
19947;3;3018;Bern;1;0
19948;2;3014;Bern;1;0
19949;3;3032;Hinterkappelen;1;0
19950;2;3018;Bern;1;0
19951;2;3012;Bern;1;0
19952;2;3018;Bern;1;0
19953;2;3013;Bern;1;0
19954;3;3604;Thun;1;0
19955;3;3007;Bern;1;0
19956;3;3007;Bern;1;0
19957;3;3005;Bern;1;0
19958;3;4054;Basel;1;0
20605;3;3011;Bern;1;0
20606;2;3012;Bern;1;0
19867;2;2502;Biel/Bienne;1;0
19868;3;3012;Bern;1;0
19869;2;2502;Biel;1;0
19870;3;3006;Bern;1;0
19871;3;3006;Bern;1;0
19872;2;3018;Bern;1;0
19873;3;3067;Boll;1;0
19874;2;6438;Ibach;1;0
19875;2;0000;Rhodos;1;0
19876;3;3013;Bern;1;0
20895;2;3007;Bern;1;0
19878;3;3006;Bern;1;0
19879;2;3006;Bern;1;0
19880;3;3013;Bern;1;0
19881;2;3008;Bern;1;0
19882;3;37033;Verona;1;0
19883;2;3018;Bern;1;0
19884;2;8052;Zürich;1;0
19885;1;3097;Liebefeld;1;0
19886;3;3074;Muri b. Bern;1;0
19887;2;3400;Burgdorf;1;0
19888;3;3008;Bern;1;0
19889;3;3014;Bern;1;0
19890;2;3174;Thörishaus;1;0
19891;3;3018;Bern;1;0
19892;2;2114;Fleurier;1;0
19893;3;3323;Bäriswil BE;1;0
19894;1;3011;Bern;1;0
19895;3;2208;Les Hauts-Geneveys;1;0
19896;2;3005;Bern;1;0
19897;3;3014;Bern;1;0
19898;3;5043;Holziken;1;0
19899;3;1066;Epalinges;1;0
19900;2;16341;Zepernick;1;0
19901;3;3012;Bern;1;0
19902;3;3006;Bern;1;0
19903;3;3037;Herrenschwanden;1;0
19904;2;1700;Fribourg;1;0
19905;3;0000;Mexico;1;0
19906;2;3000;Bern;1;0
19907;2;0000;Vila- Seca;1;0
19908;2;3012;Bern;1;0
19909;3;3014;Bern;1;0
19910;2;3014;Bern;1;0
19911;2;3012;Bern;1;0
19912;3;3047;Bremgarten b. Bern;1;0
19913;1;9001;St. Gallen;1;0
19914;1;3000;Bern 22;1;0
19915;2;3084;Wabern;1;0
19916;2;3006;Bern;1;0
19917;3;3826;Gimmelwald;1;0
19918;2;3203;Mühleberg;1;0
19919;2;3007;Bern;1;0
19920;2;3007;Bern;1;0
19921;2;3000;Bern;1;0
19922;1;3011;Bern;1;0
19923;3;3006;Bern;1;0
19924;2;3123;Belp;1;0
19925;2;3027;Bern;1;0
19926;3;3011;Bern;1;0
19927;3;3018;Bern;1;0
19928;1;3011;Bern;1;0
19929;2;3013;Bern;1;0
19930;2;3018;Bern;1;0
19931;2;3013;Bern;1;0
19932;3;8500;Frauenfeld;1;0
19933;2;3006;Bern;1;0
19934;2;3011;Bern;1;0
19935;2;3014;Bern;1;0
19936;2;3074;Muri b. Bern;1;0
20608;3;3063;Ittigen;1;0
20610;2;3097;Liebefeld;1;0
20612;2;3012;Bern;1;0
20614;3;3018;Bern;1;0
20616;1;3005;Bern;1;0
20618;3;3006;Bern;1;0
20620;1;8032;Zürich;1;0
20622;3;3005;Bern;1;0
20624;1;3011;Bern;1;0
20626;3;3011;Bern;1;0
20628;3;3011;Bern;1;0
20630;3;3015;Bern;1;0
20679;2;3014;Bern;1;0
20694;3;3073;Gümligen;1;0
20695;2;3006;Bern;1;0
20696;2;3175;Flamatt;1;0
20697;3;1010;Lausanne;1;0
20698;2;3007;Bern;1;0
20699;2;8103;Unterengstringen;1;0
20700;2;3086;Zimmerwald;1;0
20701;2;3008;Bern;1;0
20702;2;3008;Bern;1;0
20704;1;3012;Bern;1;0
20705;2;3400;Burgdorf;1;0
20706;3;3008;Bern;1;0
20707;2;3203;Buttenried;1;0
20708;2;3013;Bern;1;0
20710;3;3254;Messen;1;0
19959;2;6912;Pazzallo;1;0
21370;3;3018;Bern;1;0
21371;2;3661;Uetendorf;1;0
21372;2;3072;Ostermundigen;1;0
21373;2;3005;Bern;1;0
21374;3;3322;Schönbühl-Urtenen;1;0
21375;3;3007;Bern;1;0
21377;2;3012;Bern;1;0
21378;3;3054;Schüpfen;1;0
21379;2;0000;Guardavalle;1;0
21380;3;3014;Bern;1;0
21381;3;3012;Bern;1;0
21382;3;3012;Bern;1;0
21383;3;3013;Bern;1;0
21384;3;3672;Oberdiessbach;1;0
21385;3;3074;Muri b. Bern;1;0
21386;2;3014;Bern;1;0
21387;3;3122;Kehrsatz;1;0
21388;3;3172;Niederwangen BE;1;0
21389;2;3098;Schliern b. Köniz;1;0
21398;2;3011;Bern;1;0
21401;2;3027;Bern;1;0
21402;3;3011;Bern;1;0
21403;2;3123;Belp;1;0
21404;2;3012;Bern;1;0
21405;2;3362;Niederönz;1;0
21406;3;3007;Bern;1;0
21407;2;3004;Bern;1;0
21408;2;3098;Schliern b. Köniz;1;0
21409;2;3007;Bern;1;0
21410;2;3008;Bern;1;0
21411;1;3000;Bern 6;1;0
21412;2;3150;Schwarzenburg;1;0
21413;2;3400;Burgdorf;1;0
21414;2;3604;Thun;1;0
21417;2;4702;Oensingen;1;0
21418;3;3012;Bern;1;0
21419;2;3427;Utzenstorf;1;0
21420;3;3150;Schwarzenburg;1;0
21423;2;3633;Amsoldingen;1;0
21426;2;3072;Ostermundigen;1;0
21430;3;3005;Bern;1;0
21431;2;1203;Genève;1;0
21433;3;1022;Chavannes-Renens;1;0
21434;2;4528;Zuchwil;1;0
21435;2;3014;Bern;1;0
21438;2;3013;Bern;1;0
21440;3;3014;Bern;1;0
21445;3;4500;Solothurn;1;0
21446;2;3007;Bern;1;0
21447;2;3324;Hindelbank;1;0
21448;3;1184;Luins;1;0
21450;2;3074;Muri b. Bern;1;0
21454;3;3053;Münchenbuchsee;1;0
21455;3;4922;Bützberg;1;0
21456;3;3027;Bern;1;0
21457;2;8057;Zürich;1;0
21458;2;3008;Bern;1;0
21459;2;3011;Bern;1;0
21460;3;3098;Köniz;1;0
21470;3;3006;Bern;1;0
21471;3;3067;Boll;1;0
21472;3;3011;Bern;1;0
21473;3;3011;Bern;1;0
21474;3;3063;Ittigen;1;0
21476;3;3006;Bern;1;0
21480;2;3604;Thun;1;0
21483;2;3006;Bern;1;0
21484;2;3076;Worb;1;0
21485;3;3012;Bern;1;0
21486;2;3204;Rosshäusern;1;0
21487;3;3004;Bern;1;0
21488;2;9043;Trogen;1;0
21489;1;3008;Bern;1;0
21492;2;3052;Zollikofen;1;0
21494;3;3011;Bern;1;0
21496;1;3018;Bern;1;0
21499;3;3013;Bern;1;0
21500;2;3012;Bern;1;0
21508;3;3014;Bern;1;0
21509;3;3027;Bern;1;0
21511;2;3063;Ittigen;1;0
21512;2;3014;Bern;1;0
21513;3;3007;Bern;1;0
21514;3;3280;Murten;1;0
21518;2;3005;Bern;1;0
21522;2;3006;Bern;1;0
21527;3;3007;Bern;1;0
21528;3;3012;Bern;1;0
21529;3;3015;Bern;1;0
21533;2;3250;Lyss;1;0
21534;2;3048;Worblaufen;1;0
21535;1;3000;Bern 7;1;0
21536;2;3013;Bern;1;0
21537;2;3072;Ostermundigen;1;0
21538;3;3014;Bern;1;0
21539;2;3014;Bern;1;0
21544;2;3012;Bern;1;0
21545;3;3144;Gasel;1;0
23322;3;3006;Bern;1;0
19960;3;1004;Lausanne;1;0
20923;2;3904;Naters;1;0
20925;3;3006;Bern;1;0
20927;3;3013;Bern;1;0
20929;2;3800;Interlaken;1;0
20931;2;3007;Bern;1;0
20933;2;3005;Bern;1;0
20935;2;3014;Bern;1;0
20937;2;3014;Bern;1;0
20939;2;3027;Bern;1;0
20941;2;6006;Luzern;1;0
20943;2;3097;Liebefeld;1;0
20945;2;3027;Bern;1;0
20947;3;3052;Zollikofen;1;0
20949;3;3066;Stettlen;1;0
20951;2;3098;Schliern b. Köniz;1;0
20953;2;3053;Münchenbuchsee;1;0
20955;2;3005;Bern;1;0
20957;2;3018;Bern;1;0
20959;3;3018;Bern;1;0
20961;2;2552;Orpund;1;0
20963;2;3052;Zollikofen;1;0
20965;2;3013;Bern;1;0
20967;3;3206;Rizenbach;1;0
20969;2;3007;Bern;1;0
20971;2;3063;Ittigen;1;0
20973;2;3132;Riggisberg;1;0
20975;3;3074;Muri b. Bern;1;0
20977;3;1965;Chandolin-Savièse;1;0
20978;3;3043;Uettligen;1;0
20979;2;3184;Wünnewil;1;0
20980;2;4312;Magden;1;0
20981;2;3037;Herrenschwanden;1;0
20982;2;3006;Bern;1;0
20983;3;7000;Chur;1;0
20984;3;3012;Bern;1;0
20985;1;3014;Bern;1;0
20986;2;3097;Liebefeld;1;0
20987;2;3097;Liebefeld;1;0
20988;3;3012;Bern;1;0
20989;3;3098;Köniz;1;0
20990;2;7270;Davos Platz;1;0
20991;2;3007;Bern;1;0
20992;2;3007;Bern;1;0
20993;2;3006;Bern;1;0
20994;2;3072;Ostermundigen;1;0
20995;1;8058;Zürich;1;0
20996;2;3306;Etzelkofen;1;0
20997;3;1723;Marly;1;0
20998;3;3014;Bern;1;0
20999;2;0000;Ljublijana;1;0
21000;1;3011;Bern;1;0
21001;1;3001;Bern;1;0
21002;2;3052;Zollikofen;1;0
21003;2;3014;Bern;1;0
21004;2;8604;Volketswil;1;0
21005;2;3360;Herzogenbuchsee;1;0
21006;2;3014;Bern;1;0
21007;3;6020;Emmenbrücke;1;0
21008;2;3283;Kallnach;1;0
21009;2;3084;Wabern;1;0
21010;3;3004;Bern;1;0
21011;3;3012;Bern;1;0
21012;3;3270;Aarberg;1;0
21013;3;3012;Bern;1;0
21014;1;3000;Bern / Postfach;1;0
21015;2;3114;Wichtrach;1;0
21016;2;3110;Münsingen;1;0
21017;3;00007;Bierstadt Wiesbaden;1;0
21019;3;3018;Bern;1;0
21021;3;3014;Bern;1;0
21023;2;3014;Bern;1;0
21025;2;3011;Bern;1;0
21027;2;3014;Bern;1;0
21029;2;3052;Zollikofen;1;0
21032;3;3005;Bern;1;0
20773;2;3302;Moosseedorf;1;0
20774;3;3604;Thun;1;0
20775;2;3006;Bern;1;0
20776;3;3007;Bern;1;0
20777;2;3012;Bern;1;0
20778;2;3436;Zollbrück;1;0
20779;2;3555;Trubschachen;1;0
20780;2;3253;Schnottwil;1;0
20781;2;3075;Rüfenacht BE;1;0
20782;2;5023;Biberstein;1;0
20783;2;4935;Leimiswil;1;0
20784;2;3186;Düdingen;1;0
20785;2;3535;Schüpbach;1;0
20786;2;3613;Steffisburg;1;0
20787;3;3097;Liebefeld;1;0
20788;3;3018;Bern;1;0
20789;3;3123;Belp;1;0
20790;2;3015;Bern;1;0
20791;3;3006;Bern;1;0
20792;2;3018;Bern;1;0
20793;3;3027;Bern;1;0
20794;2;3007;Bern;1;0
20795;3;3014;Bern;1;0
21355;2;3006;Bern;1;0
21356;2;3006;Bern;1;0
21357;2;3006;Bern;1;0
21358;3;3037;Herrenschwanden;1;0
21359;3;3014;Bern;1;0
21364;3;3027;Bern;1;0
21365;3;3072;Ostermundigen;1;0
21366;1;3030;Bern;1;0
21368;2;3013;Bern;1;0
21490;2;3303;Jegenstorf;1;0
21546;2;3018;Bern;1;0
21547;3;3013;Bern;1;0
21548;2;3018;Bern;1;0
21549;2;3012;Bern;1;0
21550;2;3012;Bern;1;0
21551;3;3004;Bern;1;0
21552;3;3110;Münsingen;1;0
21553;2;3018;Bern;1;0
21554;3;3322;Schönbühl-Urtenen;1;0
21555;3;3011;Bern;1;0
21556;2;3014;Bern;1;0
21557;3;3006;Bern;1;0
21558;3;3007;Bern;1;0
21559;3;3038;Kirchlindach;1;0
21560;2;3007;Bern;1;0
21561;3;3027;Bern;1;0
21562;3;6517;Arbedo;1;0
21563;3;0000;Seoul;1;0
21564;3;3005;Bern;1;0
21565;3;3065;Bolligen;1;0
21566;3;1473;Font;1;0
21567;3;3013;Bern;1;0
21568;3;3000; Bern 5;1;0
21569;2;3018;Bern;1;0
21570;3;3027;Bern;1;0
21573;3;3075;Rüfenacht BE;1;0
21574;2;3063;Ittigen;1;0
21578;2;3053;Münchenbuchsee;1;0
21579;3;3006;Bern;1;0
21580;3;1721;Misery;1;0
21581;2;6062;Wilen (Sarnen);1;0
21582;3;3007;Bern;1;0
21583;3;3400;Burgdorf;1;0
21584;3;3008;Bern;1;0
21585;3;3012;Bern;1;0
21586;3;3098;Köniz;1;0
21587;2;3014;Bern;1;0
21588;3;3000;Bern 7;1;0
21589;3;1700;Fribourg;1;0
21590;3;3006;Bern;1;0
21591;2;5103;Möriken AG;1;0
21592;3;3097;Liebefeld;1;0
21593;3;3123;Belp;1;0
21594;2;3098;Köniz;1;0
21596;3;3012;Bern;1;0
21597;2;3011;Bern;1;0
21598;2;3007;Bern;1;0
21600;3;3014;Bern;1;0
21602;2;1705;Honolulu;1;0
21603;3;3004;Bern;1;0
21604;2;3004;Bern;1;0
21605;3;3012;Bern;1;0
21606;3;3006;Bern;1;0
21607;2;3176;Neuenegg;1;0
21608;3;4900;Langenthal;1;0
21609;3;3004;Bern;1;0
21610;1;3030;Bern;1;0
21611;2;3012;Bern;1;0
21612;2;3037;Herrenschwanden;1;0
21613;3;3024;Bern;1;0
21614;2;3008;Bern;1;0
21615;2;3013;Bern;1;0
21616;3;3007;Bern;1;0
21617;2;3006;Bern;1;0
21618;3;8008;Zürich;1;0
21619;2;3027;Bern;1;0
21620;3;3006;Bern;1;0
21621;3;3013;Bern;1;0
21622;2;3072;Ostermundigen;1;0
21623;2;3326;Krauchthal;1;0
21624;2;2533;Evilard;1;0
21627;2;3013;Bern;1;0
21630;3;3007;Bern;1;0
21631;3;0007;München ;1;0
21634;3;2400;Le Locle;1;0
21635;3;3018;Bern;1;0
21637;2;3006;Bern;1;0
21638;3;3006;Bern;1;0
21639;3;3014;Bern;1;0
21640;3;6472;Erstfeld;1;0
21641;2;3008;Bern;1;0
21642;3;3600;Thun;1;0
21643;2;3043;Uettligen;1;0
21644;2;4410;Liestal;1;0
21645;2;3014;Bern;1;0
21647;2;2000;Neuchâtel;1;0
21649;3;3098;Schliern b. Köniz;1;0
21656;3;3018;Bern;1;0
21657;2;3018;Bern;1;0
21658;2;3014;Bern;1;0
20456;2;3027;Bern;1;0
20457;3;3018;Bern;1;0
20458;2;3123;Belp;1;0
20459;2;3076;Worb;1;0
20460;2;3013;Bern;1;0
20461;2;3072;Ostermundigen;1;0
20462;2;3098;Köniz;1;0
20463;2;3043;Uettligen;1;0
20464;2;3000;Bern;1;0
20465;3;3004;Bern;1;0
20466;3;3018;Bern;1;0
20467;2;6528;Camorino;1;0
20468;3;3097;Liebefeld;1;0
20469;3;3043;Uettligen;1;0
20470;2;3005;Bern;1;0
20471;3;3018;Bern;1;0
20472;3;3018;Bern;1;0
20473;2;3150;Schwarzenburg;1;0
20474;2;4912;Aarwangen;1;0
20475;2;3098;Köniz;1;0
20476;3;3014;Bern;1;0
20477;3;3956;Guttet;1;0
20478;3;3006;Bern;1;0
20479;2;3014;Bern;1;0
20480;2;3013;Bern;1;0
20481;2;3506;Grosshöchstetten;1;0
20482;1;3000;Bern 22;1;0
20484;1;3007;Bern;1;0
20485;2;3027;Bern;1;0
20486;2;6020;Emmenbrücke;1;0
20487;3;3084;Wabern;1;0
20488;2;3400;Burgdorf;1;0
20489;3;3004;Bern;1;0
20490;2;3006;Bern;1;0
20491;2;3098;Köniz;1;0
20492;3;3014;Bern;1;0
20493;2;3007;Bern;1;0
20494;3;3302;Moosseedorf;1;0
20495;2;3052;Zollikofen;1;0
20496;1;3000;Bern 7;1;0
20497;3;3012;Bern;1;0
20498;2;1700;Fribourg;1;0
20499;3;3098;Köniz;1;0
20500;2;3084;Wabern;1;0
20501;3;3014;Bern;1;0
20502;3;3006;Bern;1;0
20503;2;3018;Bern;1;0
20504;2;3302;Mooseedorf;1;0
20505;2;3065;Bolligen;1;0
20506;3;3074;Muri b. Bern;1;0
20507;2;00007;Treviso;1;0
20508;3;3027;Bern;1;0
20509;3;3013;Bern;1;0
20510;2;3013;Bern;1;0
20511;3;3011;Bern;1;0
20512;2;3048;Worblaufen;1;0
20513;2;9434;Au SG;1;0
20514;3;5430;Wettingen;1;0
20515;2;3011;Bern;1;0
20516;3;3018;Bern;1;0
20517;3;3665;Wattenwil;1;0
20518;3;3012;Bern;1;0
20519;2;3027;Bern;1;0
20520;1;3011;Bern;1;0
20521;3;3098;Köniz;1;0
20522;2;3308;Grafenried;1;0
20523;2;3048;Worblaufen;1;0
20524;2;3005;Bern;1;0
20525;2;3122;Kehrsatz;1;0
20526;2;3172;Niederwangen BE;1;0
20527;2;8855;Wangen SZ;1;0
20528;1;3011;Bern;1;0
20529;2;3004;Bern;1;0
20530;3;2572;Mörigen;1;0
20532;2;3110;Münsingen;1;0
20533;3;3012;Bern;1;0
20534;3;99118;Mainz;1;0
20535;1;3012;Bern;1;0
20536;3;3018;Bern;1;0
20537;2;3267;Seedorf BE;1;0
20538;2;3013;Bern;1;0
20539;2;3012;Bern;1;0
20540;2;3700;Spiez;1;0
20541;2;4513;Langendorf;1;0
20542;1;3073;Gümligen;1;0
20543;2;3661;Uetendorf;1;0
20544;2;3098;Schliern b. Köniz;1;0
20545;2;3012;Bern;1;0
20546;2;3075;Rüfenacht BE;1;0
20547;3;3122;Kehrsatz;1;0
20548;3;3012;Bern;1;0
20549;3;3018;Bern;1;0
20550;3;3018;Bern;1;0
20551;2;3014;Bern;1;0
20552;3;3005;Bern;1;0
20553;2;3048;Worblaufen;1;0
20555;3;3226;Treiten;1;0
20557;2;3132;Riggisberg;1;0
20559;2;3012;Bern;1;0
20561;2;3400;Burgdorf;1;0
20563;3;3007;Bern;1;0
20565;1;8021;Zürich;1;0
20569;2;2558;Aegerten;1;0
20571;3;3012;Bern;1;0
20573;3;3008;Bern;1;0
20575;2;3011;Bern;1;0
20577;3;3007;Bern;1;0
20579;2;3065;Bolligen;1;0
20581;3;3672;Oberdiessbach;1;0
20583;3;3084;Wabern;1;0
20585;2;3073;Gümligen;1;0
20587;2;3018;Bern;1;0
20589;2;3172;Niederwangen BE;1;0
20607;2;3098;Schliern b. Köniz;1;0
20609;2;3027;Bern;1;0
20611;3;3182;Ueberstorf;1;0
20613;3;3018;Bern;1;0
20615;1;79737;Herrischried;1;0
20617;1;3006;Bern;1;0
20619;3;3018;Bern;1;0
20621;3;3006;Bern;1;0
20623;3;3006;Bern;1;0
20627;3;3053;Münchenbuchsee;1;0
20629;3;3074;Muri b. Bern;1;0
20631;2;3066;Stettlen;1;0
20632;2;3076;Worb;1;0
20633;2;3005;Bern;1;0
20634;3;3073;Gümligen;1;0
20635;2;3098;Schliern b. Köniz;1;0
20636;2;3018;Bern;1;0
20637;3;3011;Bern;1;0
20638;3;3018;Bern;1;0
20639;3;3006;Bern;1;0
20640;3;3015;Bern;1;0
20641;3;4577;Hessigkofen;1;0
20642;3;3007;Bern;1;0
20643;2;3007;Bern;1;0
20644;2;3007;Bern;1;0
20645;3;3073;Gümligen;1;0
20646;3;3018;Bern;1;0
20647;3;3005;Bern;1;0
20648;3;23730;Sierksdorf;1;0
20649;2;3014;Bern;1;0
20650;3;3178;Bösingen;1;0
20651;2;8006;Zürich;1;0
20652;2;3004;Bern;1;0
20653;2;3007;Bern;1;0
20654;3;3806;Bönigen;1;0
20655;2;3012;Bern;1;0
20656;2;3006;Bern;1;0
20657;2;3006;Bern;1;0
20658;2;3012;Bern;1;0
20659;2;3700;Spiez;1;0
20660;3;8004;Zürich;1;0
20661;2;3457;Wasen im Emmental;1;0
20662;3;3063;Ittigen;1;0
20663;2;3018;Bern;1;0
20664;3;3012;Bern;1;0
20665;2;3012;Bern;1;0
20666;2;3007;Bern;1;0
20667;3;3014;Bern;1;0
20668;3;3007;Bern;1;0
20669;2;3007;Bern;1;0
20670;2;3018;Bern;1;0
20671;2;3052;Zollikofen;1;0
20672;3;3018;Bern;1;0
20673;1;3011;Bern;1;0
20674;2;3013;Bern;1;0
20675;3;3098;Schliern b. Köniz;1;0
20676;3;3008;Bern;1;0
20677;2;3012;Bern;1;0
20678;2;3014;Bern;1;0
20681;3;3018;Bern;1;0
20682;2;3013;Bern;1;0
20683;3;3174;Thörishaus;1;0
20684;2;3000;Bern;1;0
20685;2;3013;Bern;1;0
20686;3;3008;Bern;1;0
20921;2;3012;Bern;1;0
20688;2;3074;Muri b. Bern;1;0
20689;2;3008;Bern;1;0
20690;3;3018;Bern;1;0
20691;3;3006;Bern;1;0
20692;2;3008;Bern;1;0
20693;3;6277;Kleinwangen;1;0
20712;2;3013;Bern;1;0
20714;3;6047;Kastanienbaum;1;0
20716;2;3072;Ostermundigen;1;0
20718;2;3054;Schüpfen;1;0
20720;2;3000;Bern 22;1;0
20722;1;8153;Rümlang;1;0
20772;3;3046;Wahlendorf;1;0
20894;2;1713;St. Antoni;1;0
20896;2;3018;Bern;1;0
20898;1;3184;Wünnewil;1;0
20900;2;3297;Leuzigen;1;0
20902;2;3014;Bern;1;0
21307;3;3014;Bern;1;0
21308;3;3006;Bern;1;0
21309;2;3007;Bern;1;0
21310;2;3177;Laupen BE;1;0
21311;3;3063;Ittigen;1;0
21313;2;3123;Belp;1;0
21314;3;2562;Port;1;0
21315;2;2557;Studen BE;1;0
21316;2;3184;Wünnewil;1;0
21317;2;3012;Bern;1;0
21318;2;8887;Mels;1;0
21319;3;3273;Kappelen;1;0
21320;2;3012;Bern;1;0
21321;2;3184;Wünnewil;1;0
21322;2;3013;Bern;1;0
21323;3;3014;Bern;1;0
21324;2;3013;Bern;1;0
21325;3;1204;Genève;1;0
21327;3;3007;Bern;1;0
21328;2;3008;Bern;1;0
21336;2;3018;Bern;1;0
21338;2;3322;Mattstetten;1;0
21339;2;3012;Bern;1;0
21340;3;3001;Bern;1;0
21344;2;3012;Bern;1;0
21345;3;8842;Unteriberg;1;0
21346;2;3012;Bern;1;0
21347;3;3072;Ostermundigen;1;0
21348;2;3011;Bern;1;0
21349;3;3018;Bern;1;0
21350;1;3001;Bern;1;0
21351;1;3012;Bern;1;0
21352;2;3012;Bern;1;0
21353;3;3012;Bern;1;0
21354;2;3005;Bern;1;0
21360;3;3097;Liebefeld;1;0
21467;1;3011;Bern;1;0
21477;2;3011;Bern;1;0
21478;2;3018;Bern;1;0
21479;3;3015;Bern;1;0
21481;2;3012;Bern;1;0
21482;2;3007;Bern;1;0
21601;3;3007;Bern;1;0
21632;1;3050;Bern;1;0
21633;3;3037;Herrenschwanden;1;0
21667;2;3012;Bern;1;0
21669;3;3280;Murten;1;0
21670;3;3065;Bolligen;1;0
21671;3;3013;Bern;1;0
21672;2;3005;Bern;1;0
21678;3;3006;Bern;1;0
21679;2;3600;Thun;1;0
21683;3;3013;Bern;1;0
21684;2;3013;Bern;1;0
21686;2;3126;Kaufdorf;1;0
21687;3;3172;Niederwangen BE;1;0
21690;3;3000;Bern;1;0
21691;3;8625;Gossau ZH;1;0
21693;2;82335;Berg;1;0
21695;2;3006;Bern;1;0
21697;3;3550;Langnau i. E.;1;0
21700;2;0000;Hanoi;1;0
21701;1;3008;Bern;1;0
21702;1;3011;Bern;1;0
21703;3;3018;Bern;1;0
21705;3;3098;Schliern b. Köniz;1;0
21706;3;3506;Grosshöchstetten;1;0
21707;3;3098;Schliern b. Köniz;1;0
21708;2;3006;Bern;1;0
21709;3;3122;Kehrsatz;1;0
21710;3;3032;Hinterkappelen;1;0
21711;2;3052;Zollikofen;1;0
21713;3;6467;Schattdorf;1;0
21714;3;3063;Ittigen;1;0
21719;2;3018;Bern;1;0
21723;2;3018;Bern;1;0
21724;2;3510;Konolfingen;1;0
21725;2;3063;Ittigen;1;0
21726;2;4900;Langenthal;1;0
21727;3;3063;Ittigen;1;0
21728;2;3210;Kerzers;1;0
21729;1;3000;Bern 23;1;0
21730;3;3250;Lyss;1;0
21731;2;3604;Thun;1;0
21732;2;3308;Grafenried;1;0
21733;3;3007;Bern;1;0
21734;2;3007;Bern;1;0
21735;2;3011;Bern;1;0
21736;3;1030;Wien;1;0
21737;2;3005;Bern;1;0
21738;3;3013;Bern;1;0
21739;1;3005;Bern;1;0
21740;3;3011;Bern;1;0
21741;2;3123;Belp;1;0
21742;2;3006;Bern;1;0
21743;2;3076;Worb;1;0
21744;3;3014;Bern;1;0
21745;3;3098;Köniz;1;0
21747;3;3075;Rüfenacht BE;1;0
21748;2;3013;Bern;1;0
21750;2;3072;Ostermundigen;1;0
22628;2;3422;Alchenflüh;1;0
22647;3;3012;Bern;1;0
22648;2;8044;Gockhausen;1;0
22649;3;3014;Bern;1;0
22650;3;3072;Ostermundigen;1;0
22651;3;3015;Bern;1;0
22652;2;3007;Bern;1;0
22653;3;3098;Köniz;1;0
22654;2;3018;Bern;1;0
22655;3;3072;Ostermundigen;1;0
22656;3;4051;Basel;1;0
22662;3;3512;Walkringen;1;0
